,job,L1,L2,amount,L3,L4
235,งานพัฒนาซุมชนและบริการสังคม,"2. งบดําเนินงาน 667,050 บาท","1.1 เงินเดือน 2,742,300 บาท","2,567,250","01101-1 อัตราเดิม 7 อัตรา 2,567,250 บาท",
236,งานพัฒนาซุมชนและบริการสังคม,"2. งบดําเนินงาน 667,050 บาท","1.1 เงินเดือน 2,742,300 บาท","154,050","01102-1 เงินเลื่อนขั้น 154,050 บาท",
237,งานพัฒนาซุมชนและบริการสังคม,"2. งบดําเนินงาน 667,050 บาท","1.1 เงินเดือน 2,742,300 บาท","21,000","01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 21,000 บาท",
238,งานพัฒนาซุมชนและบริการสังคม,"2. งบดําเนินงาน 667,050 บาท","1.2 ค่าจ้างประจํา[ ] 481,400 บาท","454, 150","01201-1 อัตราเดิม 2 อัตรา 454, 150 บาท",
239,งานพัฒนาซุมชนและบริการสังคม,"2. งบดําเนินงาน 667,050 บาท","1.2 ค่าจ้างประจํา[ ] 481,400 บาท","27,250","01202-1 เงินเพิ่มค่าจ้างประจํา 27,250 บาท",
240,งานพัฒนาซุมชนและบริการสังคม,"2. งบดําเนินงาน 667,050 บาท","1.3 ค่าจ้างชั่วคราว[ ] 72,000 บาท","56,400","02101-1 ค่าจ้างชั่วคราว 1 อัตรา 56,400 บาท",
241,งานพัฒนาซุมชนและบริการสังคม,"2. งบดําเนินงาน 667,050 บาท","1.3 ค่าจ้างชั่วคราว[ ] 72,000 บาท","3,600","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 3,600 บาท",
242,งานพัฒนาซุมชนและบริการสังคม,"2. งบดําเนินงาน 667,050 บาท","1.3 ค่าจ้างชั่วคราว[ ] 72,000 บาท","12,000","02103-1 เงินช่วยเหลือค่าครองซีพของลูกจ้างชั่วคราว 12,000 บาท",
243,งานพัฒนาซุมชนและบริการสังคม,"2. งบดําเนินงาน 667,050 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ| ] 43,500 บาท","43,500",,
244,งานพัฒนาซุมชนและบริการสังคม,"2. งบดําเนินงาน 4,143,350 บาท","2.1 ค่าตอบแทน 2,405,200 บาท","2,405,200",,
245,งานพัฒนาซุมชนและบริการสังคม,"2. งบดําเนินงาน 4,143,350 บาท","2.2 ค่าใช้สอย 890,700 บาท","890,700",,
246,งานพัฒนาซุมชนและบริการสังคม,"2. งบดําเนินงาน 4,143,350 บาท","2.3 ค่าวัสดุ 847,450 บาท","847,450",,
247,งานพัฒนาซุมชนและบริการสังคม,"3. งบรายจ่ายอื่น 8,543,600 บาท","07199-1 2 ค่าใช้จ่ายในการส่งเสริมกิจกรรมสโมสรกีฬาและลานกีฬา 1,427,800 บาท","1,427,800",,
248,งานพัฒนาซุมชนและบริการสังคม,"3. งบรายจ่ายอื่น 8,543,600 บาท","07199-2 (3) ค่าใช้จ่ายในการจ้างอาสาสมัครเจ้าหน้าที่ปฏิบัติงาน ด้านพัฒนาสังคม 585,200 บาท","585,200",,
249,งานพัฒนาซุมชนและบริการสังคม,"3. งบรายจ่ายอื่น 8,543,600 บาท","07199-3 (4) ค่าใช้จ่ายในการจัดกิจกรรมการออกกําลังกาย 1,.217,700 บาท","1,.217,700",,
250,งานพัฒนาซุมชนและบริการสังคม,"3. งบรายจ่ายอื่น 8,543,600 บาท","07199-4 (5) ค่าใช้จ่ายในการสนับสนุนเจ้าหน้าที่เพื่อปฏิบัติงาน ด้านเด็ก สตรี ผู้สูงอายุ คนพิการ และผู้ด้อยโอกาส 514,600 บาท","514,600",,
251,งานพัฒนาซุมชนและบริการสังคม,"3. งบรายจ่ายอื่น 8,543,600 บาท","07199-5 (9 ค่าใช้จ่ายในการบริหารจัดการพิพิธภัณฑ์ท้องถิ่นกรุงเทพมหานคร 358,100 บาท","358,100",,
252,งานพัฒนาซุมชนและบริการสังคม,"3. งบรายจ่ายอื่น 8,543,600 บาท","07199-6 7 ค่าใช้จ่ายในการดําเนินงานของศูนย์บริการ และถ่ายทอดเทคโนโลยีการเกษตร 230,200 บาท","230,200",,
253,งานพัฒนาซุมชนและบริการสังคม,"3. งบรายจ่ายอื่น 8,543,600 บาท","07199-7 (@) ค่าใช้จ่ายศูนย์ประสานงานธนาคารสมองของกรุงเทพมหานคร 10,000 บาท","10,000",,
254,งานพัฒนาซุมชนและบริการสังคม,"3. งบรายจ่ายอื่น 8,543,600 บาท","07199-8 (9) ค่าใช้จ่ายในการส่งเสริมกิจการสภาเด็กและ เยาวชนกรุงเทพมหานคร 180,000 บาท","180,000",,
255,งานพัฒนาซุมชนและบริการสังคม,"3. งบรายจ่ายอื่น 8,543,600 บาท","07199-9 (10) ค่าใช้จ่ายในการฝึกอบรมวิชาชีพเสริมรายได้ 100,000 บาท","100,000",,
256,งานบริหารทั่วไปฝ่ายสิ่งแวดล้อมและสุขาภิบาล,"3. งบรายจ่ายอื่น 8,543,600 บาท","07199-11 11 ค่าใช้จ่ายในการจัดงานวันสําคัญ อนุรักษ์ สืบสานวัฒนธรรมประเพณี 500,000 บาท","500,000",,
257,งานบริหารทั่วไปฝ่ายสิ่งแวดล้อมและสุขาภิบาล,"3. งบรายจ่ายอื่น 8,543,600 บาท","1.1 เงินเดือน 819,060 บาท","761,780","01101-1 อัตราเดิม 2 อัตรา 761,780 บาท",
258,งานบริหารทั่วไปฝ่ายสิ่งแวดล้อมและสุขาภิบาล,"3. งบรายจ่ายอื่น 8,543,600 บาท","1.1 เงินเดือน 819,060 บาท","45,720","01102-1 เงินเลื่อนขั้น 45,720 บาท",
259,งานบริหารทั่วไปฝ่ายสิ่งแวดล้อมและสุขาภิบาล,"3. งบรายจ่ายอื่น 8,543,600 บาท","1.1 เงินเดือน 819,060 บาท",2.640,01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 2.640 บาท,
260,งานบริหารทั่วไปฝ่ายสิ่งแวดล้อมและสุขาภิบาล,"3. งบรายจ่ายอื่น 8,543,600 บาท","1.1 เงินเดือน 819,060 บาท",520,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 520 บาท,
261,งานบริหารทั่วไปฝ่ายสิ่งแวดล้อมและสุขาภิบาล,"3. งบรายจ่ายอื่น 8,543,600 บาท","1.2 ค่าจ้างประจํา[ ] 283,840 บาท","263,260","01201-1 อัตราเดิม 1 อัตรา 263,260 บาท",
262,งานบริหารทั่วไปฝ่ายสิ่งแวดล้อมและสุขาภิบาล,"3. งบรายจ่ายอื่น 8,543,600 บาท","1.2 ค่าจ้างประจํา[ ] 283,840 บาท","15,780","01202-1 เงินเพิ่มค่าจ้างประจํา 15,780 บาท",
263,งานบริหารทั่วไปฝ่ายสิ่งแวดล้อมและสุขาภิบาล,"3. งบรายจ่ายอื่น 8,543,600 บาท","1.2 ค่าจ้างประจํา[ ] 283,840 บาท",4.280,01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 4.280 บาท,
264,งานบริหารทั่วไปฝ่ายสิ่งแวดล้อมและสุขาภิบาล,"3. งบรายจ่ายอื่น 8,543,600 บาท","1.2 ค่าจ้างประจํา[ ] 283,840 บาท",520,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 520 บาท,
265,งานบริหารทั่วไปฝ่ายสิ่งแวดล้อมและสุขาภิบาล,"3. งบรายจ่ายอื่น 8,543,600 บาท","1.3 ค่าจ้างชั่วคราว[ ] 30,800 บาท","24,560","02101-1 ค่าจ้างชั่วคราว 1 อัตรา 24,560 บาท",
266,งานบริหารทั่วไปฝ่ายสิ่งแวดล้อมและสุขาภิบาล,"3. งบรายจ่ายอื่น 8,543,600 บาท","1.3 ค่าจ้างชั่วคราว[ ] 30,800 บาท",1.440,02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 1.440 บาท,
267,งานบริหารทั่วไปฝ่ายสิ่งแวดล้อมและสุขาภิบาล,"3. งบรายจ่ายอื่น 8,543,600 บาท","1.3 ค่าจ้างชั่วคราว[ ] 30,800 บาท","4,800","02103-1 เงินช่วยเหลือค่าครองซีพของลูกจ้างชั่วคราว 4,800 บาท",
268,งานบริหารทั่วไปฝ่ายสิ่งแวดล้อมและสุขาภิบาล,"3. งบรายจ่ายอื่น 8,543,600 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ| ] 11,260 บาท",7.800,03611-1 ค่าเครื่องแต่งกาย 7.800 บาท,
269,งานบริหารทั่วไปฝ่ายสิ่งแวดล้อมและสุขาภิบาล,"3. งบรายจ่ายอื่น 8,543,600 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ| ] 11,260 บาท",2.020,03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 2.020 บาท,
270,งานสุขาภิบาลอาหารและอนามัยสิ่งแวดล้อม,"2. งบดําเนินงาน 357,960 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 355,400 บาท","2,.274,320","2.1.1 ค่าใช้สอย 71,000 บาท","2 งันซื้อเหิงเละน้าถันหล่ลื่น งานสุขาภิบาลอาหารและอนามัยสิ่งแวดล้อม 3,043,440 บาท 1.งบบุคลากร 2,.274,320 บาท"
271,งานสุขาภิบาลอาหารและอนามัยสิ่งแวดล้อม,"2. งบดําเนินงาน 357,960 บาท","1.1 เงินเดือน 1,638,120 บาท","1,523,560","01101-1 อัตราเดิม 6 อัตรา 1,523,560 บาท",
272,งานสุขาภิบาลอาหารและอนามัยสิ่งแวดล้อม,"2. งบดําเนินงาน 357,960 บาท","1.1 เงินเดือน 1,638,120 บาท","91,440","01102-1 เงินเลื่อนขั้น 91,440 บาท",
273,งานสุขาภิบาลอาหารและอนามัยสิ่งแวดล้อม,"2. งบดําเนินงาน 357,960 บาท","1.1 เงินเดือน 1,638,120 บาท","16,800","01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 16,800 บาท",
274,งานสุขาภิบาลอาหารและอนามัยสิ่งแวดล้อม,"2. งบดําเนินงาน 357,960 บาท","1.1 เงินเดือน 1,638,120 บาท","5,280","01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 5,280 บาท",
275,งานสุขาภิบาลอาหารและอนามัยสิ่งแวดล้อม,"2. งบดําเนินงาน 357,960 บาท","1.1 เงินเดือน 1,638,120 บาท",1.040,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 1.040 บาท,
276,งานสุขาภิบาลอาหารและอนามัยสิ่งแวดล้อม,"2. งบดําเนินงาน 357,960 บาท","1.2 ค่าจ้างประจํา[ ] 567,680 บาท","526,520","01201-1 อัตราเดิม 2 อัตรา 526,520 บาท",
277,งานสุขาภิบาลอาหารและอนามัยสิ่งแวดล้อม,"2. งบดําเนินงาน 357,960 บาท","1.2 ค่าจ้างประจํา[ ] 567,680 บาท","31,560","01202-1 เงินเพิ่มค่าจ้างประจํา 31,560 บาท",
278,งานสุขาภิบาลอาหารและอนามัยสิ่งแวดล้อม,"2. งบดําเนินงาน 357,960 บาท","1.2 ค่าจ้างประจํา[ ] 567,680 บาท","8,560","01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 8,560 บาท",
279,งานสุขาภิบาลอาหารและอนามัยสิ่งแวดล้อม,"2. งบดําเนินงาน 357,960 บาท","1.2 ค่าจ้างประจํา[ ] 567,680 บาท",1.040,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 1.040 บาท,
280,งานสุขาภิบาลอาหารและอนามัยสิ่งแวดล้อม,"2. งบดําเนินงาน 357,960 บาท","1.3 ค่าจ้างชั่วคราว[ ] 61,600 บาท","49,120","02101-1 ค่าจ้างชั่วคราว 1 อัตรา 49,120 บาท",
281,งานสุขาภิบาลอาหารและอนามัยสิ่งแวดล้อม,"2. งบดําเนินงาน 357,960 บาท","1.3 ค่าจ้างชั่วคราว[ ] 61,600 บาท",2880,02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 2880 บาท,
282,งานสุขาภิบาลอาหารและอนามัยสิ่งแวดล้อม,"2. งบดําเนินงาน 357,960 บาท","1.3 ค่าจ้างชั่วคราว[ ] 61,600 บาท",9.600,02103-1 เงินช่วยเหลือค่าครองซีพของลูกจ้างชั่วคราว 9.600 บาท,
283,งานสุขาภิบาลอาหารและอนามัยสิ่งแวดล้อม,"2. งบดําเนินงาน 357,960 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ| ] 6,920 บาท",4.040,03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 4.040 บาท,
284,งานสุขาภิบาลอาหารและอนามัยสิ่งแวดล้อม,"2. งบดําเนินงาน 769,120 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 764,000 บาท","11,700","2.1.1 ค่าตอบแทน 11,700 บาท",
285,งานสุขาภิบาลอาหารและอนามัยสิ่งแวดล้อม,"2. งบดําเนินงาน 769,120 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 764,000 บาท","713,300","2.1.2 ค่าใช้สอย 713,300 บาท",
286,งานสุขาภิบาลอาหารและอนามัยสิ่งแวดล้อม,"2. งบดําเนินงาน 769,120 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 764,000 บาท","39,000","2.1.3 ค่าวัสดุ 39,000 บาท",
287,งานป้องกันและควบคุมโรค,"2. งบดําเนินงาน 769,120 บาท","2.2 ค่าสาธารณูปโภค[ | 5,120 บาท","5,120",,
288,งานป้องกันและควบคุมโรค,"2. งบดําเนินงาน 769,120 บาท","1.1 เงินเดือน 1,638,120 บาท","1,523,560","01101-1 อัตราเดิม 6 อัตรา 1,523,560 บาท",
289,งานป้องกันและควบคุมโรค,"2. งบดําเนินงาน 769,120 บาท","1.1 เงินเดือน 1,638,120 บาท","91,440","01102-1 เงินเลื่อนขั้น 91,440 บาท",
290,งานป้องกันและควบคุมโรค,"2. งบดําเนินงาน 769,120 บาท","1.1 เงินเดือน 1,638,120 บาท","5,280","01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 5,280 บาท",
291,งานป้องกันและควบคุมโรค,"2. งบดําเนินงาน 769,120 บาท","1.1 เงินเดือน 1,638,120 บาท",1.040,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 1.040 บาท,
292,งานป้องกันและควบคุมโรค,"2. งบดําเนินงาน 769,120 บาท","1.2 ค่าจ้างประจํา[ ] 567,680 บาท","526,520","01201-1 อัตราเดิม 2 อัตรา 526,520 บาท",
293,งานป้องกันและควบคุมโรค,"2. งบดําเนินงาน 769,120 บาท","1.2 ค่าจ้างประจํา[ ] 567,680 บาท","31,560","01202-1 เงินเพิ่มค่าจ้างประจํา 31,560 บาท",
294,งานป้องกันและควบคุมโรค,"2. งบดําเนินงาน 769,120 บาท","1.2 ค่าจ้างประจํา[ ] 567,680 บาท","8,560","01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 8,560 บาท",
295,งานป้องกันและควบคุมโรค,"2. งบดําเนินงาน 769,120 บาท","1.2 ค่าจ้างประจํา[ ] 567,680 บาท",1.040,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 1.040 บาท,
296,งานป้องกันและควบคุมโรค,"2. งบดําเนินงาน 769,120 บาท","1.3 ค่าจ้างชั่วคราว[ ] 61,600 บาท",49120,02101-1 ค่าจ้างชั่วคราว 1 อัตรา 49120 บาท,
297,งานป้องกันและควบคุมโรค,"2. งบดําเนินงาน 769,120 บาท","1.3 ค่าจ้างชั่วคราว[ ] 61,600 บาท",2880,02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 2880 บาท,
298,งานป้องกันและควบคุมโรค,"2. งบดําเนินงาน 769,120 บาท","1.3 ค่าจ้างชั่วคราว[ ] 61,600 บาท",9.600,02103-1 เงินช่วยเหลือค่าครองซีพของลูกจ้างชั่วคราว 9.600 บาท,
299,งานป้องกันและควบคุมโรค,"2. งบดําเนินงาน 769,120 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ| ] 6,920 บาท",4.040,03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 4.040 บาท,
300,งานป้องกันและควบคุมโรค,"2. งบดําเนินงาน 127,420 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 122,300 บาท","122,300",,
301,งานบริหารทั่วไปฝ่ายการศึกษา,"2. งบดําเนินงาน 127,420 บาท","2.2 ค่าสาธารณูปโภค[ | 5,120 บาท","5,120",,
302,งานบริหารทั่วไปฝ่ายการศึกษา,"2. งบดําเนินงาน 127,420 บาท","1.1 เงินเดือน 2,799,250 บาท","2,593,900","01101-1 อัตราเดิม 11 อัตรา 2,593,900 บาท",
303,งานบริหารทั่วไปฝ่ายการศึกษา,"2. งบดําเนินงาน 127,420 บาท","1.1 เงินเดือน 2,799,250 บาท","155,650","01102-1 เงินเลื่อนขั้น 155,650 บาท",
304,งานบริหารทั่วไปฝ่ายการศึกษา,"2. งบดําเนินงาน 127,420 บาท","1.1 เงินเดือน 2,799,250 บาท","21,000","01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 21,000 บาท",
305,งานบริหารทั่วไปฝ่ายการศึกษา,"2. งบดําเนินงาน 127,420 บาท","1.1 เงินเดือน 2,799,250 บาท","22,250","01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 22,250 บาท",
306,งานบริหารทั่วไปฝ่ายการศึกษา,"2. งบดําเนินงาน 127,420 บาท","1.1 เงินเดือน 2,799,250 บาท",6.450,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 6.450 บาท,
307,งานบริหารทั่วไปฝ่ายการศึกษา,"2. งบดําเนินงาน 127,420 บาท","1.2 ค่าจ้างประจํา[ ] 3,382,700 บาท","2,897,900","01201-1 อัตราเดิม 19 อัตรา 2,897,900 บาท",
308,งานบริหารทั่วไปฝ่ายการศึกษา,"2. งบดําเนินงาน 127,420 บาท","1.2 ค่าจ้างประจํา[ ] 3,382,700 บาท","173,900","01202-1 เงินเพิ่มค่าจ้างประจํา 173,900 บาท",
309,งานบริหารทั่วไปฝ่ายการศึกษา,"2. งบดําเนินงาน 127,420 บาท","1.2 ค่าจ้างประจํา[ ] 3,382,700 บาท","179,800","01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 179,800 บาท",
310,งานบริหารทั่วไปฝ่ายการศึกษา,"2. งบดําเนินงาน 127,420 บาท","1.2 ค่าจ้างประจํา[ ] 3,382,700 บาท","131,100","01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 131,100 บาท",
311,งานบริหารทั่วไปฝ่ายการศึกษา,"2. งบดําเนินงาน 127,420 บาท","1.3 ค่าจ้างชั่วคราว[ ] 2,736,050 บาท","1,985,600","02101-1 ค่าจ้างชั่วคราว 13 อัตรา 1,985,600 บาท",
312,งานบริหารทั่วไปฝ่ายการศึกษา,"2. งบดําเนินงาน 127,420 บาท","1.3 ค่าจ้างชั่วคราว[ ] 2,736,050 บาท","294, 450","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 294, 450 บาท",
313,งานบริหารทั่วไปฝ่ายการศึกษา,"2. งบดําเนินงาน 127,420 บาท","1.3 ค่าจ้างชั่วคราว[ ] 2,736,050 บาท","456,000","02103-1 เงินช่วยเหลือค่าครองซีพของลูกจ้างชั่วคราว 456,000 บาท",
314,งานบริหารทั่วไปฝ่ายการศึกษา,"2. งบดําเนินงาน 127,420 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ| ] 141,200 บาท","3,900","03611-1 ค่าเครื่องแต่งกาย 3,900 บาท",
315,งานบริหารทั่วไปฝ่ายการศึกษา,"2. งบดําเนินงาน 9,085,282 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 7,131,832 บาท","48,832","2.1.1 ค่าตอบแทน 48,832 บาท",
316,งานบริหารทั่วไปฝ่ายการศึกษา,"2. งบดําเนินงาน 9,085,282 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 7,131,832 บาท","6,836,100","2.1.2 ค่าใช้สอย 6,836,100 บาท",
317,งานบริหารทั่วไปฝ่ายการศึกษา,"2. งบดําเนินงาน 9,085,282 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 7,131,832 บาท","1,953,450","2.1.3 ค่าวัสดุ 246,900 บาท","7 1 รญูบโรค  ค่าโทรศัพท์ 1,953,450 บาท"
318,งานบริหารทั่วไปฝ่ายการศึกษา,"3. งบลงทุน 1,189,100 บาท","05304-3 ปรับปรุงโรงเรียนวัดยายร่ม (วัฒนราษฎร์รังสรรค์) 1,189,100 บาท","1,189,100",,
319,งานงบประมาณโรงเรียน,"3. งบลงทุน 1,189,100 บาท","07199-1 ค่าใช้จ่ายในการประชุมครู 10,800 บาท","10,800",,
320,งานงบประมาณโรงเรียน,"3. งบลงทุน 1,189,100 บาท","1.1 เงินเดือน 2,799,250 บาท","2,593,900","01101-1 อัตราเดิม 11 อัตรา 2,593,900 บาท",
321,งานงบประมาณโรงเรียน,"3. งบลงทุน 1,189,100 บาท","1.1 เงินเดือน 2,799,250 บาท","155,650","01102-1 เงินเลื่อนขั้น 155,650 บาท",
322,งานงบประมาณโรงเรียน,"3. งบลงทุน 1,189,100 บาท","1.1 เงินเดือน 2,799,250 บาท","22,250","01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 22,250 บาท",
323,งานงบประมาณโรงเรียน,"3. งบลงทุน 1,189,100 บาท","1.1 เงินเดือน 2,799,250 บาท",6.450,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 6.450 บาท,
324,งานงบประมาณโรงเรียน,"3. งบลงทุน 1,189,100 บาท","1.2 ค่าจ้างประจํา[ ] 3,382,700 บาท","2,897,900","01201-1 อัตราเดิม 19 อัตรา 2,897,900 บาท",
325,งานงบประมาณโรงเรียน,"3. งบลงทุน 1,189,100 บาท","1.2 ค่าจ้างประจํา[ ] 3,382,700 บาท","173,900","01202-1 เงินเพิ่มค่าจ้างประจํา 173,900 บาท",
326,งานงบประมาณโรงเรียน,"3. งบลงทุน 1,189,100 บาท","1.2 ค่าจ้างประจํา[ ] 3,382,700 บาท","179,800","01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 179,800 บาท",
327,งานงบประมาณโรงเรียน,"3. งบลงทุน 1,189,100 บาท","1.2 ค่าจ้างประจํา[ ] 3,382,700 บาท","131,100","01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 131,100 บาท",
328,งานงบประมาณโรงเรียน,"3. งบลงทุน 1,189,100 บาท","1.3 ค่าจ้างชั่วคราว[ ] 2,736,050 บาท","1,985,600","02101-1 ค่าจ้างชั่วคราว 13 อัตรา 1,985,600 บาท",
329,งานงบประมาณโรงเรียน,"3. งบลงทุน 1,189,100 บาท","1.3 ค่าจ้างชั่วคราว[ ] 2,736,050 บาท","294, 450","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 294, 450 บาท",
330,งานงบประมาณโรงเรียน,"3. งบลงทุน 1,189,100 บาท","1.3 ค่าจ้างชั่วคราว[ ] 2,736,050 บาท","456,000","02103-1 เงินช่วยเหลือค่าครองซีพของลูกจ้างชั่วคราว 456,000 บาท",
331,งานงบประมาณโรงเรียน,"3. งบลงทุน 1,189,100 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ| ] 137,300 บาท","137,300",,
332,งานงบประมาณโรงเรียน,"2. งบดําเนินงาน 9,993,118 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 8,039,668 บาท","3,099,968","2.1.1 ค่าตอบแทน 3,099,968 บาท",
333,งานงบประมาณโรงเรียน,"2. งบดําเนินงาน 9,993,118 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 8,039,668 บาท","4,283,000","2.1.2 ค่าใช้สอย 4,283,000 บาท",
334,งานงบประมาณโรงเรียน,"2. งบดําเนินงาน 9,993,118 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 8,039,668 บาท","656,700","2.1.3 ค่าวัสดุ 656,700 บาท",
335,งานงบประมาณโรงเรียน,"2. งบดําเนินงาน 9,993,118 บาท","2.2 ค่าสาธารณูปโภค[ | 1,953,450 บาท","1,953,450",,
336,งานงบประมาณโรงเรียน,"3. งบเงินอุดหนุน 29,367,600 บาท","06104-1 (1) ทุนอาหารกลางวันนักเรียน 9,279,600 บาท","9,279,600",,
337,งานงบประมาณโรงเรียน,"3. งบเงินอุดหนุน 29,367,600 บาท","06199-1 (2) ค่าอาหารเช้าของนักเรียนในโรงเรียนสังกัด กรุงเทพมหานคร 20,088,000 บาท","20,088,000",,
338,งานงบประมาณโรงเรียน,"3. งบเงินอุดหนุน 29,367,600 บาท","07109-1 1 ค่าใช้จ่ายในการพัฒนาคุณภาพการดําเนินงาน ศูนย์วิชาการเขต 32,200 บาท","32,200",,
339,งานงบประมาณโรงเรียน,"3. งบเงินอุดหนุน 29,367,600 บาท",07124-1 2 ค่าใช้จ่ายในการจัดประชุมสัมมนา คณะกรรมการสถานศึกษาขั้นพื้นฐานโรงเรียน สังกัดกรุงเทพมหานคร 94 500 บาท,94 500,,
340,งานงบประมาณโรงเรียน,"3. งบเงินอุดหนุน 29,367,600 บาท","07125-1 (3) ค่าใช้จ่ายในการสัมมนาประธานกรรมการ เครือข่ายผู้ปกครองเพื่อพัฒนาโรงเรียนสังกัด กรุงเทพมหานคร 25,900 บาท","25,900",,
341,งานงบประมาณโรงเรียน,"3. งบเงินอุดหนุน 29,367,600 บาท","07126-1 4 ค่าใช้จ่ายในการส่งเสริมสนับสนุนให้นักเรียน สร้างสรรค์ผลงานเพื่อการเรียนรู้ 142,100 บาท","142,100",,
342,งานงบประมาณโรงเรียน,"3. งบเงินอุดหนุน 29,367,600 บาท","07199-2 (5) ค่าใช้จ่ายโครงการเกษตรปลอดสารพิษ 10,000 บาท","10,000",,
343,งานงบประมาณโรงเรียน,"3. งบเงินอุดหนุน 29,367,600 บาท","07199-3 (6) ค่าใช้จ่ายในการฝึกอบรมนายหมู่ลูกเสือสามัญ สามัญรุ่นใหญ่ และหัวหน้าหน่วยยุวกาชาด 226,000 บาท","226,000",,
344,งานงบประมาณโรงเรียน,"3. งบเงินอุดหนุน 29,367,600 บาท","07199-4 (7 ค่าใช้จ่ายตามโครงการเรียนฟรี เรียนดี อย่างมีคุณภาพ โรงเรียนสังกัดกรุงเทพมหานคร 4,017,600 บาท","4,017,600",,
