,job,L1,L2,L3,amount
243,งานระบายน้้าและแก้ไขปัญหาน้้าท่วม,"1. งบบุคลากร 7,970,200 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 150,200 บาท",03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 62800 บาท,62800
244,งานระบายน้้าและแก้ไขปัญหาน้้าท่วม,"1. งบบุคลากร 7,970,200 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 150,200 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 43,200 บาท","43,200"
245,งานระบายน้้าและแก้ไขปัญหาน้้าท่วม,"1. งบบุคลากร 7,970,200 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 150,200 บาท",03611-1 ค่าเครื่องแต่งกาย 44200 บาท,44200
246,งานระบายน้้าและแก้ไขปัญหาน้้าท่วม,"2. งบดําเนินงาน 3,196,200 บาท","2.1 ค่าตอบแทน 567,300 บาท",,"567,300"
247,งานระบายน้้าและแก้ไขปัญหาน้้าท่วม,"2. งบดําเนินงาน 3,196,200 บาท","2.2 ค่าใช้สอย 2,163,200 บาท",,"2,163,200"
248,งานบริหารทั่วไปฝ่ายพัฒนาชุมชน,"2. งบดําเนินงาน 3,196,200 บาท","2.3 ค่าวัสดุ 465,700 บาท",,"465,700"
249,งานบริหารทั่วไปฝ่ายพัฒนาชุมชน,"1. งบบุคลากร 3,745,280 บาท","1.1 เงินเดือน 3,322,860 บาท","01101-1 อัตราเดิม 13 อัตรา 3,110,940 บาท","3,110,940"
250,งานบริหารทั่วไปฝ่ายพัฒนาชุมชน,"1. งบบุคลากร 3,745,280 บาท","1.1 เงินเดือน 3,322,860 บาท","01102-1 เงินเลื่อนขั้น 186,720 บาท","186,720"
251,งานบริหารทั่วไปฝ่ายพัฒนาชุมชน,"1. งบบุคลากร 3,745,280 บาท","1.1 เงินเดือน 3,322,860 บาท","01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 25,200 บาท","25,200"
252,งานบริหารทั่วไปฝ่ายพัฒนาชุมชน,"1. งบบุคลากร 3,745,280 บาท","1.2 ค่าจ้างประจํา 244,980 บาท","01201-1 อัตราเดิม 2 อัตรา 209,160 บาท","209,160"
253,งานบริหารทั่วไปฝ่ายพัฒนาชุมชน,"1. งบบุคลากร 3,745,280 บาท","1.2 ค่าจ้างประจํา 244,980 บาท","01202-1 เงินเพิ่มค่าจ้างประจํา 12,600 บาท","12,600"
254,งานบริหารทั่วไปฝ่ายพัฒนาชุมชน,"1. งบบุคลากร 3,745,280 บาท","1.2 ค่าจ้างประจํา 244,980 บาท","01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 14,400 บาท","14,400"
255,งานบริหารทั่วไปฝ่ายพัฒนาชุมชน,"1. งบบุคลากร 3,745,280 บาท","1.2 ค่าจ้างประจํา 244,980 บาท","01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 8,820 บาท","8,820"
256,งานบริหารทั่วไปฝ่ายพัฒนาชุมชน,"1. งบบุคลากร 3,745,280 บาท","1.3 ค่าจ้างชั่วคราว 86,400 บาท","02101-1 ค่าจ้างชั่วคราว 1 อัตรา 67,680 บาท","67,680"
257,งานบริหารทั่วไปฝ่ายพัฒนาชุมชน,"1. งบบุคลากร 3,745,280 บาท","1.3 ค่าจ้างชั่วคราว 86,400 บาท","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 4,320 บาท","4,320"
258,งานบริหารทั่วไปฝ่ายพัฒนาชุมชน,"1. งบบุคลากร 3,745,280 บาท","1.3 ค่าจ้างชั่วคราว 86,400 บาท","02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 14,400 บาท","14,400"
259,งานบริหารทั่วไปฝ่ายพัฒนาชุมชน,"1. งบบุคลากร 3,745,280 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 91,040 บาท","03122-1 เงินตอบแทนพิเศษของข้าราชการ 8,460 บาท","8,460"
260,งานบริหารทั่วไปฝ่ายพัฒนาชุมชน,"1. งบบุคลากร 3,745,280 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 91,040 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 79,980 บาท","79,980"
261,งานบริหารทั่วไปฝ่ายพัฒนาชุมชน,"1. งบบุคลากร 3,745,280 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 91,040 บาท","03611-1 ค่าเครื่องแต่งกาย 2,600 บาท","2,600"
262,งานบริหารทั่วไปฝ่ายพัฒนาชุมชน,"2. งบดําเนินงาน 1,211,100 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 1,139,100 บาท","2.1.1 ค่าตอบแทน 716,000 บาท","716,000"
263,งานบริหารทั่วไปฝ่ายพัฒนาชุมชน,"2. งบดําเนินงาน 1,211,100 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 1,139,100 บาท","2.1.2 ค่าใช้สอย 99,400 บาท","99,400"
264,งานบริหารทั่วไปฝ่ายพัฒนาชุมชน,"2. งบดําเนินงาน 1,211,100 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 1,139,100 บาท","2.1.3 ค่าวัสดุ 323,700 บาท","323,700"
265,งานพัฒนาชุมชนและบริการสังคม,"2. งบดําเนินงาน 1,211,100 บาท","2.2 ค่าสาธารณูปโภค 72,000 บาท",,"72,000"
266,งานพัฒนาชุมชนและบริการสังคม,"1. งบบุคลากร 2,495,120 บาท","1.1 เงินเดือน 2,215,240 บาท","01101-1 อัตราเดิม 13 อัตรา 2073,960 บาท","2073,960"
267,งานพัฒนาชุมชนและบริการสังคม,"1. งบบุคลากร 2,495,120 บาท","1.1 เงินเดือน 2,215,240 บาท","01102-1 เงินเลื่อนขั้น 124,480 บาท","124,480"
268,งานพัฒนาชุมชนและบริการสังคม,"1. งบบุคลากร 2,495,120 บาท","1.1 เงินเดือน 2,215,240 บาท","01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 16,800 บาท","16,800"
269,งานพัฒนาชุมชนและบริการสังคม,"1. งบบุคลากร 2,495,120 บาท","1.2 ค่าจ้างประจํา 163,320 บาท","01201-1 อัตราเดิม 2 อัตรา 139,440 บาท","139,440"
270,งานพัฒนาชุมชนและบริการสังคม,"1. งบบุคลากร 2,495,120 บาท","1.2 ค่าจ้างประจํา 163,320 บาท","01202-1 เงินเพิ่มค่าจ้างประจํา 8,400 บาท","8,400"
271,งานพัฒนาชุมชนและบริการสังคม,"1. งบบุคลากร 2,495,120 บาท","1.2 ค่าจ้างประจํา 163,320 บาท","01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 9,600 บาท","9,600"
272,งานพัฒนาชุมชนและบริการสังคม,"1. งบบุคลากร 2,495,120 บาท","1.2 ค่าจ้างประจํา 163,320 บาท","01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 5,880 บาท","5,880"
273,งานพัฒนาชุมชนและบริการสังคม,"1. งบบุคลากร 2,495,120 บาท","1.3 ค่าจ้างชั่วคราว 57,600 บาท","02101-1 ค่าจ้างชั่วคราว 1 อัตรา 45,120 บาท","45,120"
274,งานพัฒนาชุมชนและบริการสังคม,"1. งบบุคลากร 2,495,120 บาท","1.3 ค่าจ้างชั่วคราว 57,600 บาท",02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 2880 บาท,2880
275,งานพัฒนาชุมชนและบริการสังคม,"1. งบบุคลากร 2,495,120 บาท","1.3 ค่าจ้างชั่วคราว 57,600 บาท","02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 9,600 บาท","9,600"
276,งานพัฒนาชุมชนและบริการสังคม,"1. งบบุคลากร 2,495,120 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 58,960 บาท","03122-1 เงินตอบแทนพิเศษของข้าราชการ 5,640 บาท","5,640"
277,งานพัฒนาชุมชนและบริการสังคม,"1. งบบุคลากร 2,495,120 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 58,960 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 53,320 บาท","53,320"
278,งานพัฒนาชุมชนและบริการสังคม,"2. งบดําเนินงาน 4,685,800 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 4,637,800 บาท","2.1.1 ค่าตอบแทน 2,742,000 บาท","2,742,000"
279,งานพัฒนาชุมชนและบริการสังคม,"2. งบดําเนินงาน 4,685,800 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 4,637,800 บาท","2.1.2 ค่าใช้สอย 389,800 บาท","389,800"
280,งานพัฒนาชุมชนและบริการสังคม,"2. งบดําเนินงาน 4,685,800 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 4,637,800 บาท","2.1.3 ค่าวัสดุ 1,506,000 บาท","1,506,000"
281,งานพัฒนาชุมชนและบริการสังคม,"2. งบดําเนินงาน 4,685,800 บาท","2.2 ค่าสาธารณูปโภค 48,000 บาท",,"48,000"
282,งานพัฒนาชุมชนและบริการสังคม,"3. งบรายจ่ายอื่น 6,858,800 บาท","07102-1 1 ค่าใช้จ่ายในการสนับสนุนการดําเนินงานของคณะกรรมการชุมชน 1,860,000 บาท",,"1,860,000"
283,งานพัฒนาชุมชนและบริการสังคม,"3. งบรายจ่ายอื่น 6,858,800 บาท","07199-1 (2) ค่าใช้จ่ายในการส่งเสริมกิจกรรมสโมสรกีฬาและลานกีฬา 1,823,700 บาท",,"1,823,700"
284,งานพัฒนาชุมชนและบริการสังคม,"3. งบรายจ่ายอื่น 6,858,800 บาท","07199-2 (3) ค่าใช้จ่ายในการสนับสนุนเจ้าหน้าที่เพื่อปฏิบัติงานด้านเด็ก สตรี ผู้สูงอายุ คนพิการ และผู้ด้อยโอกาส 514,600 บาท",,"514,600"
285,งานพัฒนาชุมชนและบริการสังคม,"3. งบรายจ่ายอื่น 6,858,800 บาท","07199-3 (4) ค่าใช้จ่ายในการจ้างอาสาสมัครเจ้าหน้าที่ปฏิบัติงานด้านพัฒนาสังคม 585,200 บาท",,"585,200"
286,งานพัฒนาชุมชนและบริการสังคม,"3. งบรายจ่ายอื่น 6,858,800 บาท","07199-4 (5) ค่าใช้จ่ายในการบริหารจัดการพิพิธภัณฑ์ท้องถิ่นกรุงเทพมหานคร 352, 100 บาท",,"352, 100"
287,งานพัฒนาชุมชนและบริการสังคม,"3. งบรายจ่ายอื่น 6,858,800 บาท","07199-5 (6) ค่าใช้จ่ายศูนย์ประสานงานธนาคารสมองของกรุงเทพมหานคร 10,000 บาท",,"10,000"
288,งานพัฒนาชุมชนและบริการสังคม,"3. งบรายจ่ายอื่น 6,858,800 บาท","07199-6 7 ค่าใช้จ่ายในการจัดกิจกรรมการออกกําลังกาย 1,033,200 บาท",,"1,033,200"
289,งานพัฒนาชุมชนและบริการสังคม,"3. งบรายจ่ายอื่น 6,858,800 บาท","07199-7 (8) ค่าใช้จ่ายในการส่งเสริมกิจการสภาเด็กและเยาวชนกรุงเทพมหานคร 180,000 บาท",,"180,000"
290,งานบริหารทั่วไปฝ่ายสิ่ง แวดล้อ มและสุขาภิบาล,"3. งบรายจ่ายอื่น 6,858,800 บาท","07199-8 (9) ค่าใช้จ่ายในการจัดงานวันสําคัญ อนุรักษ์สืบสานวัฒนธรรมประเพณี 500,000 บาท",,"500,000"
291,งานบริหารทั่วไปฝ่ายสิ่ง แวดล้อ มและสุขาภิบาล,"1. งบบุคลากร 1,494,370 บาท","1.1 เงินเดือน 1,242,570 บาท","01101-1 อัตราเดิม 13 อัตรา 1,157,100 บาท","1,157,100"
292,งานบริหารทั่วไปฝ่ายสิ่ง แวดล้อ มและสุขาภิบาล,"1. งบบุคลากร 1,494,370 บาท","1.1 เงินเดือน 1,242,570 บาท",01102-1 เงินเลื่อนขั้น 69450 บาท,69450
293,งานบริหารทั่วไปฝ่ายสิ่ง แวดล้อ มและสุขาภิบาล,"1. งบบุคลากร 1,494,370 บาท","1.1 เงินเดือน 1,242,570 บาท","01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 12,600 บาท","12,600"
294,งานบริหารทั่วไปฝ่ายสิ่ง แวดล้อ มและสุขาภิบาล,"1. งบบุคลากร 1,494,370 บาท","1.1 เงินเดือน 1,242,570 บาท","01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 2,640 บาท","2,640"
295,งานบริหารทั่วไปฝ่ายสิ่ง แวดล้อ มและสุขาภิบาล,"1. งบบุคลากร 1,494,370 บาท","1.1 เงินเดือน 1,242,570 บาท",01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 780 บาท,780
296,งานบริหารทั่วไปฝ่ายสิ่ง แวดล้อ มและสุขาภิบาล,"1. งบบุคลากร 1,494,370 บาท","1.2 ค่าจ้างประจํา 155,880 บาท","01201-1 อัตราเดิม 2 อัตรา 146,520 บาท","146,520"
297,งานบริหารทั่วไปฝ่ายสิ่ง แวดล้อ มและสุขาภิบาล,"1. งบบุคลากร 1,494,370 บาท","1.2 ค่าจ้างประจํา 155,880 บาท","01202-1 เงินเพิ่มค่าจ้างประจํา 9,360 บาท","9,360"
298,งานบริหารทั่วไปฝ่ายสิ่ง แวดล้อ มและสุขาภิบาล,"1. งบบุคลากร 1,494,370 บาท","1.3 ค่าจ้างชั่วคราว 86,400 บาท","02101-1 ค่าจ้างชั่วคราว 2 อัตรา 65,130 บาท","65,130"
299,งานบริหารทั่วไปฝ่ายสิ่ง แวดล้อ มและสุขาภิบาล,"1. งบบุคลากร 1,494,370 บาท","1.3 ค่าจ้างชั่วคราว 86,400 บาท","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 6,870 บาท","6,870"
300,งานบริหารทั่วไปฝ่ายสิ่ง แวดล้อ มและสุขาภิบาล,"1. งบบุคลากร 1,494,370 บาท","1.3 ค่าจ้างชั่วคราว 86,400 บาท","02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 14,400 บาท","14,400"
301,งานบริหารทั่วไปฝ่ายสิ่ง แวดล้อ มและสุขาภิบาล,"1. งบบุคลากร 1,494,370 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 9,520 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 4,320 บาท","4,320"
302,งานบริหารทั่วไปฝ่ายสิ่ง แวดล้อ มและสุขาภิบาล,"1. งบบุคลากร 1,494,370 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 9,520 บาท","03611-1 ค่าเครื่องแต่งกาย 5,200 บาท","5,200"
303,งานบริหารทั่วไปฝ่ายสิ่ง แวดล้อ มและสุขาภิบาล,"2. งบดําเนินงาน 493,900 บาท","2.1 ค่าตอบแทน 58,300 บาท",,"58,300"
304,งานบริหารทั่วไปฝ่ายสิ่ง แวดล้อ มและสุขาภิบาล,"2. งบดําเนินงาน 493,900 บาท","2.2 ค่าใช้สอย 200,900 บาท",,"200,900"
305,งานสุขาภิบาลอ าหาร และอนามัยสิ่ง แวดล้อม,"2. งบดําเนินงาน 493,900 บาท","2.3 ค่าวัสดุ 234,700 บาท",,"234,700"
306,งานสุขาภิบาลอ าหาร และอนามัยสิ่ง แวดล้อม,"1. งบบุคลากร 1,489,170 บาท","1.1 เงินเดือน 1,242,570 บาท","01101-1 อัตราเดิม 13 อัตรา 1,157,100 บาท","1,157,100"
307,งานสุขาภิบาลอ าหาร และอนามัยสิ่ง แวดล้อม,"1. งบบุคลากร 1,489,170 บาท","1.1 เงินเดือน 1,242,570 บาท",01102-1 เงินเลื่อนขั้น 69450 บาท,69450
308,งานสุขาภิบาลอ าหาร และอนามัยสิ่ง แวดล้อม,"1. งบบุคลากร 1,489,170 บาท","1.1 เงินเดือน 1,242,570 บาท","01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 12,600 บาท","12,600"
309,งานสุขาภิบาลอ าหาร และอนามัยสิ่ง แวดล้อม,"1. งบบุคลากร 1,489,170 บาท","1.1 เงินเดือน 1,242,570 บาท","01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 2,640 บาท","2,640"
310,งานสุขาภิบาลอ าหาร และอนามัยสิ่ง แวดล้อม,"1. งบบุคลากร 1,489,170 บาท","1.1 เงินเดือน 1,242,570 บาท",01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 780 บาท,780
311,งานสุขาภิบาลอ าหาร และอนามัยสิ่ง แวดล้อม,"1. งบบุคลากร 1,489,170 บาท","1.2 ค่าจ้างประจํา 155,880 บาท","01201-1 อัตราเดิม 2 อัตรา 146,520 บาท","146,520"
312,งานสุขาภิบาลอ าหาร และอนามัยสิ่ง แวดล้อม,"1. งบบุคลากร 1,489,170 บาท","1.2 ค่าจ้างประจํา 155,880 บาท","01202-1 เงินเพิ่มค่าจ้างประจํา 9,360 บาท","9,360"
313,งานสุขาภิบาลอ าหาร และอนามัยสิ่ง แวดล้อม,"1. งบบุคลากร 1,489,170 บาท","1.3 ค่าจ้างชั่วคราว 86,400 บาท","02101-1 ค่าจ้างชั่วคราว 2 อัตรา 65,130 บาท","65,130"
314,งานสุขาภิบาลอ าหาร และอนามัยสิ่ง แวดล้อม,"1. งบบุคลากร 1,489,170 บาท","1.3 ค่าจ้างชั่วคราว 86,400 บาท","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 6,870 บาท","6,870"
315,งานสุขาภิบาลอ าหาร และอนามัยสิ่ง แวดล้อม,"1. งบบุคลากร 1,489,170 บาท","1.3 ค่าจ้างชั่วคราว 86,400 บาท","02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 14,400 บาท","14,400"
316,งานสุขาภิบาลอ าหาร และอนามัยสิ่ง แวดล้อม,"1. งบบุคลากร 1,489,170 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 4,320 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 4,320 บาท","4,320"
317,งานป้องกันและควบคุมโรค,"2. งบดําเนินงาน 728,200 บาท",,,"728,200"
318,งานป้องกันและควบคุมโรค,"1. เงินเดือน 1,656,760 บาท","01101-1 อัตราเดิม 13 อัตรา 1,542,800 บาท",,"1,542,800"
319,งานป้องกันและควบคุมโรค,"1. เงินเดือน 1,656,760 บาท","01102-1 เงินเลื่อนขั้น 92,600 บาท",,"92,600"
320,งานป้องกันและควบคุมโรค,"1. เงินเดือน 1,656,760 บาท","01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 16,800 บาท",,"16,800"
321,งานป้องกันและควบคุมโรค,"1. เงินเดือน 1,656,760 บาท","01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 3,520 บาท",,"3,520"
322,งานป้องกันและควบคุมโรค,"1. เงินเดือน 1,656,760 บาท","01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 1,040 บาท",,"1,040"
323,งานป้องกันและควบคุมโรค,"2. ค่าจ้างประจํา 207,840 บาท","01201-1 อัตราเดิม 2 อัตรา 195,360 บาท",,"195,360"
324,งานป้องกันและควบคุมโรค,"2. ค่าจ้างประจํา 207,840 บาท","01202-1 เงินเพิ่มค่าจ้างประจํา 12,480 บาท",,"12,480"
325,งานป้องกันและควบคุมโรค,"3. ค่าจ้างชั่วคราว 115,200 บาท","02101-1 ค่าจ้างชั่วคราว 2 อัตรา 86,840 บาท",,"86,840"
326,งานป้องกันและควบคุมโรค,"3. ค่าจ้างชั่วคราว 115,200 บาท","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 9,160 บาท",,"9,160"
327,งานป้องกันและควบคุมโรค,"3. ค่าจ้างชั่วคราว 115,200 บาท","02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 19,200 บาท",,"19,200"
328,งานบริหารทั่วไปฝ่ายการศึกษา,"4. ค่าตอบแทน ใช้สอยและวัสดุ 5,760 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 5,760 บาท",,"5,760"
329,งานบริหารทั่วไปฝ่ายการศึกษา,"1. งบบุคลากร 2,063,900 บาท","1.1 เงินเดือน 627,980 บาท","01101-1 อัตราเดิม 12 อัตรา 580,200 บาท","580,200"
330,งานบริหารทั่วไปฝ่ายการศึกษา,"1. งบบุคลากร 2,063,900 บาท","1.1 เงินเดือน 627,980 บาท",01102-1 เงินเลื่อนขั้น 34840 บาท,34840
331,งานบริหารทั่วไปฝ่ายการศึกษา,"1. งบบุคลากร 2,063,900 บาท","1.1 เงินเดือน 627,980 บาท","01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 8,400 บาท","8,400"
332,งานบริหารทั่วไปฝ่ายการศึกษา,"1. งบบุคลากร 2,063,900 บาท","1.1 เงินเดือน 627,980 บาท","01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 3,500 บาท","3,500"
333,งานบริหารทั่วไปฝ่ายการศึกษา,"1. งบบุคลากร 2,063,900 บาท","1.1 เงินเดือน 627,980 บาท","01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 1,040 บาท","1,040"
334,งานบริหารทั่วไปฝ่ายการศึกษา,"1. งบบุคลากร 2,063,900 บาท","1.2 ค่าจ้างประจํา 648,380 บาท","01201-1 อัตราเดิม 17 อัตรา 570,220 บาท","570,220"
335,งานบริหารทั่วไปฝ่ายการศึกษา,"1. งบบุคลากร 2,063,900 บาท","1.2 ค่าจ้างประจํา 648,380 บาท",01202-1 เงินเพิ่มค่าจ้างประจํา 34240 บาท,34240
336,งานบริหารทั่วไปฝ่ายการศึกษา,"1. งบบุคลากร 2,063,900 บาท","1.2 ค่าจ้างประจํา 648,380 บาท","01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 29,100 บาท","29,100"
337,งานบริหารทั่วไปฝ่ายการศึกษา,"1. งบบุคลากร 2,063,900 บาท","1.2 ค่าจ้างประจํา 648,380 บาท","01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 14,820 บาท","14,820"
338,งานบริหารทั่วไปฝ่ายการศึกษา,"1. งบบุคลากร 2,063,900 บาท","1.3 ค่าจ้างชั่วคราว 748,800 บาท","02101-1 ค่าจ้างชั่วคราว 26 อัตรา 542,260 บาท","542,260"
339,งานบริหารทั่วไปฝ่ายการศึกษา,"1. งบบุคลากร 2,063,900 บาท","1.3 ค่าจ้างชั่วคราว 748,800 บาท","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 81,740 บาท","81,740"
340,งานบริหารทั่วไปฝ่ายการศึกษา,"1. งบบุคลากร 2,063,900 บาท","1.3 ค่าจ้างชั่วคราว 748,800 บาท","02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 124,800 บาท","124,800"
341,งานบริหารทั่วไปฝ่ายการศึกษา,"1. งบบุคลากร 2,063,900 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 38,740 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 37,440 บาท","37,440"
342,งานบริหารทั่วไปฝ่ายการศึกษา,"1. งบบุคลากร 2,063,900 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 38,740 บาท","03611-1 ค่าเครื่องแต่งกาย 1,300 บาท","1,300"
343,งานบริหารทั่วไปฝ่ายการศึกษา,"2. งบดําเนินงาน 1,323,180 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 522,400 บาท","2.1.1 ค่าตอบแทน 324,000 บาท","324,000"
344,งานบริหารทั่วไปฝ่ายการศึกษา,"2. งบดําเนินงาน 1,323,180 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 522,400 บาท","2.1.2 ค่าใช้สอย 61,800 บาท","61,800"
345,งานบริหารทั่วไปฝ่ายการศึกษา,"2. งบดําเนินงาน 1,323,180 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 522,400 บาท","2.1.3 ค่าวัสดุ 136,600 บาท","136,600"
346,งานงบประมาณโรงเรียน,"2. งบดําเนินงาน 1,323,180 บาท","2.2 ค่าสาธารณูปโภค 800,780 บาท",,"800,780"
347,งานงบประมาณโรงเรียน,"1. งบบุคลากร 8,250,400 บาท","1.1 เงินเดือน 2,511,920 บาท","01101-1 อัตราเดิม 12 อัตรา 2,320,800 บาท","2,320,800"
348,งานงบประมาณโรงเรียน,"1. งบบุคลากร 8,250,400 บาท","1.1 เงินเดือน 2,511,920 บาท","01102-1 เงินเลื่อนขั้น 139,360 บาท","139,360"
349,งานงบประมาณโรงเรียน,"1. งบบุคลากร 8,250,400 บาท","1.1 เงินเดือน 2,511,920 บาท","01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 33,600 บาท","33,600"
350,งานงบประมาณโรงเรียน,"1. งบบุคลากร 8,250,400 บาท","1.1 เงินเดือน 2,511,920 บาท","01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 14,000 บาท","14,000"
351,งานงบประมาณโรงเรียน,"1. งบบุคลากร 8,250,400 บาท","1.1 เงินเดือน 2,511,920 บาท","01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 4,160 บาท","4,160"
352,งานงบประมาณโรงเรียน,"1. งบบุคลากร 8,250,400 บาท","1.2 ค่าจ้างประจํา 2,593,520 บาท","01201-1 อัตราเดิม 17 อัตรา 2,280,880 บาท","2,280,880"
353,งานงบประมาณโรงเรียน,"1. งบบุคลากร 8,250,400 บาท","1.2 ค่าจ้างประจํา 2,593,520 บาท","01202-1 เงินเพิ่มค่าจ้างประจํา 136,960 บาท","136,960"
354,งานงบประมาณโรงเรียน,"1. งบบุคลากร 8,250,400 บาท","1.2 ค่าจ้างประจํา 2,593,520 บาท","01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 116,400 บาท","116,400"
355,งานงบประมาณโรงเรียน,"1. งบบุคลากร 8,250,400 บาท","1.2 ค่าจ้างประจํา 2,593,520 บาท","01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 59,280 บาท","59,280"
356,งานงบประมาณโรงเรียน,"1. งบบุคลากร 8,250,400 บาท","1.3 ค่าจ้างชั่วคราว 2,995,200 บาท","02101-1 ค่าจ้างชั่วคราว 26 อัตรา 2,169,040 บาท","2,169,040"
357,งานงบประมาณโรงเรียน,"1. งบบุคลากร 8,250,400 บาท","1.3 ค่าจ้างชั่วคราว 2,995,200 บาท","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 326,960 บาท","326,960"
358,งานงบประมาณโรงเรียน,"1. งบบุคลากร 8,250,400 บาท","1.3 ค่าจ้างชั่วคราว 2,995,200 บาท","02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 499,200 บาท","499,200"
359,งานงบประมาณโรงเรียน,"1. งบบุคลากร 8,250,400 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 149,760 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 149,760 บาท","149,760"
360,งานงบประมาณโรงเรียน,"2. งบดําเนินงาน 9,219,620 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 6,016,500 บาท","2.1.1 ค่าตอบแทน 800,000 บาท","800,000"
361,งานงบประมาณโรงเรียน,"2. งบดําเนินงาน 9,219,620 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 6,016,500 บาท","2.1.2 ค่าใช้สอย 4,710,600 บาท","4,710,600"
362,งานงบประมาณโรงเรียน,"2. งบดําเนินงาน 9,219,620 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 6,016,500 บาท","2.1.3 ค่าวัสดุ 505,900 บาท","505,900"
