text	x	y	width	height	line_num	filename	page
บาท	1253	1357	55	24	11	65075.pdf	36
2. งบดําเนินงาน	121	1358	169	32	11	65075.pdf	37
15,589,150	1061	1364	127	28	11	65075.pdf	37
บาท	1253	1357	55	24	11	65075.pdf	37
03128-1	240	1302	95	26	11	65075.pdf	39
เงินตอบแทนพิเศษของลูกจ้างประจํา	376	1296	342	40	11	65075.pdf	39
100,800	1265	1302	92	29	11	65075.pdf	39
บาท	1401	1305	51	22	11	65075.pdf	39
03611-1	240	1195	95	26	11	65075.pdf	41
ค่าเครื่องแต่งกาย	375	1185	168	36	11	65075.pdf	41
51,200	1276	1195	81	29	11	65075.pdf	41
บาท	1401	1198	51	22	11	65075.pdf	41
03611-1	240	1195	95	26	11	65075.pdf	42
ค่าเครื่องแต่งกาย	375	1185	168	36	11	65075.pdf	42
76,800	1276	1195	81	29	11	65075.pdf	42
บาท	1401	1198	51	22	11	65075.pdf	42
03217-1	240	1195	95	26	11	65075.pdf	43
เงินสมทบกองทุนประกันสังคม	376	1191	287	39	11	65075.pdf	43
1,440	1291	1195	66	29	11	65075.pdf	43
บาท	1401	1198	51	22	11	65075.pdf	43
03217-1	240	1195	95	26	11	65075.pdf	45
เงินสมทบกองทุนประกันสังคม	376	1191	287	39	11	65075.pdf	45
2,880	1289	1195	68	29	11	65075.pdf	45
บาท	1401	1198	51	22	11	65075.pdf	45
03611-1	240	1249	95	26	11	65075.pdf	46
ค่าเครื่องแต่งกาย	375	1238	168	36	11	65075.pdf	46
1,170	1291	1249	66	29	11	65075.pdf	46
บาท	1401	1252	51	22	11	65075.pdf	46
05313-15	240	451	109	26	11	65075.pdf	47
ปรับปรุงสะพานทางเดินเลียบคลองสรศักดิ	375	439	399	46	11	65075.pdf	47
03611-1	240	1142	95	26	11	65075.pdf	48
ค่าเครื่องแต่งกาย	375	1132	168	36	11	65075.pdf	48
61,100	1276	1142	81	29	11	65075.pdf	48
บาท	1401	1145	51	22	11	65075.pdf	48
03611-1	240	1249	95	26	11	65075.pdf	50
ค่าเครื่องแต่งกาย	375	1238	168	36	11	65075.pdf	50
1,920	1291	1249	66	29	11	65075.pdf	50
บาท	1401	1252	51	22	11	65075.pdf	50
2.2 ค่าสาธารณูปโภค	121	284	239	46	11	65075.pdf	51
7,080	1118	295	70	28	11	65075.pdf	51
บาท	1253	293	55	24	11	65075.pdf	51
2. งบดําเนินงาน	121	1358	169	32	11	65075.pdf	52
1,511,420	1074	1363	114	29	11	65075.pdf	52
บาท	1253	1357	55	24	11	65075.pdf	52
ด้านพัฒนาสังคม	405	764	163	31	11	65075.pdf	53
585,200	1263	779	94	29	11	65075.pdf	53
บาท	1401	782	51	22	11	65075.pdf	53
01206-1	240	876	95	25	11	65075.pdf	54
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	376	871	397	40	11	65075.pdf	54
3,360	1289	876	68	29	11	65075.pdf	54
บาท	1401	879	51	22	11	65075.pdf	54
01206-1	240	876	95	25	11	65075.pdf	55
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	376	871	397	40	11	65075.pdf	55
6,720	1289	876	68	29	11	65075.pdf	55
บาท	1401	879	51	22	11	65075.pdf	55
ค่าเบียประชุม	195	1236	138	47	11	65075.pdf	56
03217-1	240	1249	95	26	11	65075.pdf	57
เงินสมทบกองทุนประกันสังคม	376	1244	287	39	11	65075.pdf	57
250,560	1263	1249	94	29	11	65075.pdf	57
บาท	1401	1252	51	22	11	65075.pdf	57
1.4 ค่าตอบแทน ใช้สอยและวัสดุ	123	1189	344	46	11	65075.pdf	59
171,590	1093	1199	95	28	11	65075.pdf	59
บาท	1253	1197	55	24	11	65075.pdf	59
05304-26	240	1249	110	26	11	65075.pdf	60
(1) ปรับปรุงโรงเรียนคงโครัดอุทิศ	375	1243	314	40	11	65075.pdf	60
1,774,000	1246	1249	111	29	11	65075.pdf	60
บาท	1401	1252	51	22	11	65075.pdf	60
ค่าครุภัณฑ์	398	1189	111	41	11	65075.pdf	61
481	761	116	47	25	11	65075.pdf	62
03217-1	240	1249	95	26	12	65075.pdf	27
เงินสมทบกองทุนประกันสังคม	376	1244	287	39	12	65075.pdf	27
2,880	1289	1249	68	29	12	65075.pdf	27
บาท	1401	1252	51	22	12	65075.pdf	27
ตามแบบ  เลขที่ ขบบ.7/2565	375	1078	282	37	12	65075.pdf	28
03611-1	240	1249	95	26	12	65075.pdf	29
ค่าเครื่องแต่งกาย	375	1238	168	36	12	65075.pdf	29
3,600	1289	1249	68	29	12	65075.pdf	29
บาท	1401	1252	51	22	12	65075.pdf	29
1.3 ค่าตอบแทน ใช้สอยและวัสดุ	123	869	344	46	12	65075.pdf	31
1,200	1120	880	68	28	12	65075.pdf	31
บาท	1253	878	55	24	12	65075.pdf	31
03611-1	240	1036	95	26	12	65075.pdf	32
ค่าเครื่องแต่งกาย	375	1025	168	36	12	65075.pdf	32
2,400	1289	1036	68	29	12	65075.pdf	32
บาท	1401	1039	51	22	12	65075.pdf	32
03611-1	240	1036	95	26	12	65075.pdf	34
ค่าเครื่องแต่งกาย	375	1025	168	36	12	65075.pdf	34
3,600	1289	1036	68	29	12	65075.pdf	34
บาท	1401	1039	51	22	12	65075.pdf	34
03128-1	240	1249	95	26	12	65075.pdf	35
เงินตอบแทนพิเศษของลูกจ้างประจํา	376	1243	342	40	12	65075.pdf	35
113,120	1265	1249	92	29	12	65075.pdf	35
บาท	1401	1252	51	22	12	65075.pdf	35
03128-1	240	1249	95	26	12	65075.pdf	36
เงินตอบแทนพิเศษของลูกจ้างประจํา	376	1243	342	40	12	65075.pdf	36
169,680	1265	1249	92	29	12	65075.pdf	36
บาท	1401	1252	51	22	12	65075.pdf	36
03128-1	240	1249	95	26	12	65075.pdf	37
เงินตอบแทนพิเศษของลูกจ้างประจํา	376	1243	342	40	12	65075.pdf	37
282,800	1263	1249	94	29	12	65075.pdf	37
บาท	1401	1252	51	22	12	65075.pdf	37
03611-1	240	1249	95	26	12	65075.pdf	39
ค่าเครื่องแต่งกาย	375	1238	168	36	12	65075.pdf	39
16,900	1278	1249	79	29	12	65075.pdf	39
บาท	1401	1252	51	22	12	65075.pdf	39
03217-1	240	1142	95	26	12	65075.pdf	41
เงินสมทบกองทุนประกันสังคม	376	1138	287	39	12	65075.pdf	41
2,880	1289	1142	68	29	12	65075.pdf	41
บาท	1401	1145	51	22	12	65075.pdf	41
03217-1	240	1142	95	26	12	65075.pdf	42
เงินสมทบกองทุนประกันสังคม	376	1138	287	39	12	65075.pdf	42
4,320	1289	1142	68	29	12	65075.pdf	42
บาท	1401	1145	51	22	12	65075.pdf	42
1.4 ค่าตอบแทน ใช้สอยและวัสดุ	123	1135	344	46	12	65075.pdf	43
2,220	1118	1146	70	28	12	65075.pdf	43
บาท	1253	1144	55	24	12	65075.pdf	43
1.4 ค่าตอบแทน ใช้สอยและวัสดุ	123	1135	344	46	12	65075.pdf	45
4,830	1118	1145	70	29	12	65075.pdf	45
บาท	1253	1144	55	24	12	65075.pdf	45
03217-1	240	1195	95	26	12	65075.pdf	46
เงินสมทบกองทุนประกันสังคม	376	1191	287	39	12	65075.pdf	46
2,880	1289	1195	68	29	12	65075.pdf	46
บาท	1401	1198	51	22	12	65075.pdf	46
เค่าที่ดินและสิงก่อสร้าง	152	391	225	37	12	65075.pdf	47
1,190,000	1074	401	114	28	12	65075.pdf	47
บาท	1253	399	55	24	12	65075.pdf	47
03217-1	240	1089	95	26	12	65075.pdf	48
เงินสมทบกองทุนประกันสังคม	376	1084	287	39	12	65075.pdf	48
72,000	1276	1089	81	29	12	65075.pdf	48
บาท	1401	1092	51	22	12	65075.pdf	48
03217-1	240	1195	95	26	12	65075.pdf	50
เงินสมทบกองทุนประกันสังคม	376	1191	287	39	12	65075.pdf	50
11,480	1278	1195	79	29	12	65075.pdf	50
บาท	1401	1198	51	22	12	65075.pdf	50
470	761	116	49	25	12	65075.pdf	51
03611-1	240	1249	95	26	12	65075.pdf	52
ค่าเครื่องแต่งกาย	375	1238	168	36	12	65075.pdf	52
2,880	1289	1249	68	29	12	65075.pdf	52
บาท	1401	1252	51	22	12	65075.pdf	52
07199-2	240	717	97	26	12	65075.pdf	53
(3) ค่าใช้จ่ายในการจ้างอาสาสมัครเจ้าหน้าทีปฏิบัติงาน	375	706	509	44	12	65075.pdf	53
01205-1	240	823	95	25	12	65075.pdf	54
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	376	812	430	45	12	65075.pdf	54
3,360	1289	823	68	29	12	65075.pdf	54
บาท	1401	826	51	22	12	65075.pdf	54
01205-1	240	823	95	25	12	65075.pdf	55
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	376	812	430	45	12	65075.pdf	55
6,720	1289	823	68	29	12	65075.pdf	55
บาท	1401	826	51	22	12	65075.pdf	55
2.1 ค่าตอบแทน	152	1197	168	30	12	65075.pdf	56
39,100	1104	1199	84	28	12	65075.pdf	56
บาท	1253	1197	55	24	12	65075.pdf	56
1.4 ค่าตอบแทน ใช้สอยและวัสดุ	123	1189	344	46	12	65075.pdf	57
252,510	1091	1199	97	28	12	65075.pdf	57
บาท	1253	1197	55	24	12	65075.pdf	57
02103-1	240	1142	95	26	12	65075.pdf	59
เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	376	1132	408	45	12	65075.pdf	59
556,800	1263	1142	94	29	12	65075.pdf	59
บาท	1401	1145	51	22	12	65075.pdf	59
3.2 ค่าทีดินและสิงก่อสร้าง	144	1190	266	37	12	65075.pdf	60
2,797,000	1072	1199	116	28	12	65075.pdf	60
บาท	1253	1197	55	24	12	65075.pdf	60
อนุบาล 2 ขนาด 2.00 x 4.00 ม. จํานวน 15 ชุด	413	1138	454	39	12	65075.pdf	61
1.4 ค่าตอบแทน ใช้สอยและวัสดุ	123	1189	344	46	13	65075.pdf	27
5,280	1118	1199	70	28	13	65075.pdf	27
บาท	1253	1197	55	24	13	65075.pdf	27
05302-10	240	1036	110	26	13	65075.pdf	28
ปรับปรุงสํานักงานเขตบางบอน	375	1031	294	39	13	65075.pdf	28
2,612,000	1244	1036	113	29	13	65075.pdf	28
บาท	1401	1039	51	22	13	65075.pdf	28
03217-1	240	1195	95	26	13	65075.pdf	29
เงินสมทบกองทุนประกันสังคม	376	1191	287	39	13	65075.pdf	29
4,320	1289	1195	68	29	13	65075.pdf	29
บาท	1401	1198	51	22	13	65075.pdf	29
01202-1	240	823	95	25	13	65075.pdf	31
เงินเพิ่มค่าจ้างประจํา	376	812	202	36	13	65075.pdf	31
11,100	1278	823	79	29	13	65075.pdf	31
บาท	1401	826	51	22	13	65075.pdf	31
03293-1	240	983	95	26	13	65075.pdf	32
เงินสมทบเข้ากองทุนเงินทดแทน	376	977	305	40	13	65075.pdf	32
88,300	1276	983	81	29	13	65075.pdf	32
บาท	1401	986	51	22	13	65075.pdf	32
1.3 ค่าตอบแทน ใช้สอยและวัสดุ	123	976	344	46	13	65075.pdf	34
3,600	1118	986	70	28	13	65075.pdf	34
บาท	1253	985	55	24	13	65075.pdf	34
03611-1	240	1195	95	26	13	65075.pdf	35
ค่าเครื่องแต่งกาย	375	1185	168	36	13	65075.pdf	35
11,440	1278	1195	79	29	13	65075.pdf	35
บาท	1401	1198	51	22	13	65075.pdf	35
03611-1	240	1195	95	26	13	65075.pdf	36
ค่าเครื่องแต่งกาย	375	1185	168	36	13	65075.pdf	36
34,320	1276	1195	81	29	13	65075.pdf	36
บาท	1401	1198	51	22	13	65075.pdf	36
03611-1	240	1195	95	26	13	65075.pdf	37
ค่าเครื่องแต่งกาย	375	1185	168	36	13	65075.pdf	37
68,640	1276	1195	81	29	13	65075.pdf	37
บาท	1401	1198	51	22	13	65075.pdf	37
03217-1	240	1195	95	26	13	65075.pdf	39
เงินสมทบกองทุนประกันสังคม	376	1191	287	39	13	65075.pdf	39
295,200	1263	1195	94	29	13	65075.pdf	39
บาท	1401	1198	51	22	13	65075.pdf	39
1.4 ค่าตอบแทน ใช้สอยและวัสดุ	123	1082	344	46	13	65075.pdf	41
54,080	1104	1092	84	29	13	65075.pdf	41
บาท	1253	1091	55	24	13	65075.pdf	41
1.4 ค่าตอบแทน ใช้สอยและวัสดุ	123	1082	344	46	13	65075.pdf	42
81,120	1104	1093	84	28	13	65075.pdf	42
บาท	1253	1091	55	24	13	65075.pdf	42
02103-1	240	1089	95	26	13	65075.pdf	43
เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	376	1078	408	45	13	65075.pdf	43
4,800	1289	1089	68	29	13	65075.pdf	43
บาท	1401	1092	51	22	13	65075.pdf	43
02103-1	240	1089	95	26	13	65075.pdf	45
เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	376	1078	408	45	13	65075.pdf	45
9,600	1289	1089	68	29	13	65075.pdf	45
บาท	1401	1092	51	22	13	65075.pdf	45
1.4 ค่าตอบแทน ใช้สอยและวัสดุ	123	1135	344	46	13	65075.pdf	46
4,050	1118	1145	70	29	13	65075.pdf	46
บาท	1253	1144	55	24	13	65075.pdf	46
1มี,นและสิงก่อสร้าง4๕ฯ๕	152	338	311	45	13	65075.pdf	47
1,190,000	1074	348	114	28	13	65075.pdf	47
บาท	1253	346	55	24	13	65075.pdf	47
1.4 ค่าตอบแทน ใช้สอยและวัสดุ	123	1029	344	46	13	65075.pdf	48
193,600	1093	1040	95	28	13	65075.pdf	48
บาท	1253	1038	55	24	13	65075.pdf	48
1.4 ค่าตอบแทน ใช้สอยและวัสดุ	123	1135	344	46	13	65075.pdf	50
13,400	1106	1145	82	29	13	65075.pdf	50
บาท	1253	1144	55	24	13	65075.pdf	50
03217-1	240	1195	95	26	13	65075.pdf	52
เงินสมทบกองทุนประกันสังคม	376	1191	287	39	13	65075.pdf	52
17,220	1278	1195	79	29	13	65075.pdf	52
บาท	1401	1198	51	22	13	65075.pdf	52
ด้านเด็ก สตรี ผู้สูงอายุ คนพิการ และผู้ด้อยโอกาส	405	657	464	41	13	65075.pdf	53
514,600	1263	673	94	29	13	65075.pdf	53
บาท	1401	676	51	22	13	65075.pdf	53
01202-1	240	770	95	25	13	65075.pdf	54
เงินเพิ่มค่าจ้างประจํา	376	759	202	36	13	65075.pdf	54
11,860	1278	770	79	29	13	65075.pdf	54
บาท	1401	773	51	22	13	65075.pdf	54
01202-1	240	770	95	25	13	65075.pdf	55
เงินเพิ่มค่าจ้างประจํา	376	759	202	36	13	65075.pdf	55
23,720	1276	770	81	29	13	65075.pdf	55
บาท	1401	773	51	22	13	65075.pdf	55
ค่าตอบแทน ใช้สอยและวัสดุ	152	1141	281	40	13	65075.pdf	56
196,440	1093	1145	95	29	13	65075.pdf	56
บาท	1253	1144	55	24	13	65075.pdf	56
02103-1	240	1142	95	26	13	65075.pdf	57
เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	376	1132	408	45	13	65075.pdf	57
835,200	1263	1142	94	29	13	65075.pdf	57
บาท	1401	1145	51	22	13	65075.pdf	57
02102-1	240	1089	95	25	13	65075.pdf	59
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	376	1078	441	45	13	65075.pdf	59
361,320	1263	1089	94	29	13	65075.pdf	59
บาท	1401	1092	51	22	13	65075.pdf	59
300x400 จุดต่อตารางนิ้ว	406	1076	245	47	13	65075.pdf	60
1 เครื่อง	652	1078	85	36	13	65075.pdf	60
111.000	1265	1098	92	29	13	65075.pdf	60
บาท	1401	1101	51	22	13	65075.pdf	60
- ติดตั้งลูกกรงเหล็กกันตกหน้าระเบียงอนุบาล	398	1076	425	47	13	65075.pdf	61
1 และ	824	1089	67	25	13	65075.pdf	61
02103-1	240	1142	95	26	14	65075.pdf	27
เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	376	1132	408	45	14	65075.pdf	27
9,600	1289	1142	68	29	14	65075.pdf	27
บาท	1401	1145	51	22	14	65075.pdf	27
3.2 ค่าที่ดินและสิงก่อสร้าง	152	977	266	37	14	65075.pdf	28
2,612,000	1072	986	116	28	14	65075.pdf	28
บาท	1253	985	55	24	14	65075.pdf	28
1.4 ค่าตอบแทน ใช้สอยและวัสดุ	123	1135	344	46	14	65075.pdf	29
7,920	1118	1146	70	28	14	65075.pdf	29
บาท	1253	1144	55	24	14	65075.pdf	29
01201-1	240	770	95	25	14	65075.pdf	31
อัตราเดิม 1 อัตรา	375	765	174	30	14	65075.pdf	31
183,600	1265	770	92	29	14	65075.pdf	31
บาท	1401	773	51	22	14	65075.pdf	31
1.3 ค่าตอบแทน ใช้สอยและวัสดุ	123	922	344	46	14	65075.pdf	32
90,700	1104	933	84	28	14	65075.pdf	32
บาท	1253	931	55	24	14	65075.pdf	32
01206-1	240	929	95	25	14	65075.pdf	34
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	376	924	397	40	14	65075.pdf	34
2,600	1289	929	68	29	14	65075.pdf	34
บาท	1401	932	51	22	14	65075.pdf	34
03217-1	240	1142	95	26	14	65075.pdf	35
เงินสมทบกองทุนประกันสังคม	376	1138	287	39	14	65075.pdf	35
230,400	1263	1142	94	29	14	65075.pdf	35
บาท	1401	1145	51	22	14	65075.pdf	35
03217-1	240	1142	95	26	14	65075.pdf	36
เงินสมทบกองทุนประกันสังคม	376	1138	287	39	14	65075.pdf	36
345,600	1263	1142	94	29	14	65075.pdf	36
บาท	1401	1145	51	22	14	65075.pdf	36
03217-1	240	1142	95	26	14	65075.pdf	37
เงินสมทบกองทุนประกันสังคม	376	1138	287	39	14	65075.pdf	37
576,000	1263	1142	94	29	14	65075.pdf	37
บาท	1401	1145	51	22	14	65075.pdf	37
1.4 ค่าตอบแทน ใช้สอยและวัสดุ	123	1135	344	46	14	65075.pdf	39
412,900	1091	1145	97	29	14	65075.pdf	39
บาท	1253	1144	55	24	14	65075.pdf	39
02103-1	240	1036	95	26	14	65075.pdf	41
เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	376	1025	408	45	14	65075.pdf	41
9,600	1289	1036	68	29	14	65075.pdf	41
บาท	1401	1039	51	22	14	65075.pdf	41
02103-1	240	1036	95	26	14	65075.pdf	42
เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	376	1025	408	45	14	65075.pdf	42
14,400	1278	1036	79	29	14	65075.pdf	42
บาท	1401	1039	51	22	14	65075.pdf	42
02102-1	240	1036	95	25	14	65075.pdf	43
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	376	1025	441	45	14	65075.pdf	43
3,140	1289	1036	68	29	14	65075.pdf	43
บาท	1401	1039	51	22	14	65075.pdf	43
02102-1	240	1036	95	25	14	65075.pdf	45
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	376	1025	441	45	14	65075.pdf	45
6,280	1289	1036	68	29	14	65075.pdf	45
บาท	1401	1039	51	22	14	65075.pdf	45
02103-1	240	1089	95	26	14	65075.pdf	46
เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	376	1078	408	45	14	65075.pdf	46
9,600	1289	1089	68	29	14	65075.pdf	46
บาท	1401	1092	51	22	14	65075.pdf	46
3. งบลงทุน	121	300	122	34	14	65075.pdf	47
1,190,000	1074	300	114	28	14	65075.pdf	47
บาท	1253	293	55	24	14	65075.pdf	47
02103-1	240	983	95	26	14	65075.pdf	48
เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	376	972	408	45	14	65075.pdf	48
264,000	1263	983	94	29	14	65075.pdf	48
บาท	1401	986	51	22	14	65075.pdf	48
02103-1	240	1089	95	26	14	65075.pdf	50
เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	376	1078	408	45	14	65075.pdf	50
19,200	1278	1089	79	29	14	65075.pdf	50
บาท	1401	1092	51	22	14	65075.pdf	50
1.4 ค่าตอบแทน ใช้สอยและวัสดุ	123	1135	344	46	14	65075.pdf	52
20,100	1104	1146	84	28	14	65075.pdf	52
บาท	1253	1144	55	24	14	65075.pdf	52
07199-1	240	610	95	26	14	65075.pdf	53
(2) ค่าใช้จ่ายในการสนับสนุนเจ้าหน้าทีเพื่อปฏิบัติงาน	375	599	496	45	14	65075.pdf	53
01201-1	240	717	95	25	14	65075.pdf	54
อัตราเดิม 1 อัตรา	375	712	174	30	14	65075.pdf	54
197,600	1265	717	92	29	14	65075.pdf	54
บาท	1401	720	51	22	14	65075.pdf	54
01201-1	240	717	95	25	14	65075.pdf	55
อัตราเดิม 2 อัตรา	375	712	174	30	14	65075.pdf	55
395,200	1263	717	94	29	14	65075.pdf	55
บาท	1401	720	51	22	14	65075.pdf	55
2. งบดําเนินงาน	121	1092	169	32	14	65075.pdf	56
196,440	1093	1097	95	29	14	65075.pdf	56
บาท	1253	1091	55	24	14	65075.pdf	56
02102-1	240	1089	95	25	14	65075.pdf	57
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	376	1078	441	45	14	65075.pdf	57
541,980	1263	1089	94	29	14	65075.pdf	57
บาท	1401	1092	51	22	14	65075.pdf	57
02101-1	240	1036	95	25	14	65075.pdf	59
ค่าจ้างชั่วคราว 23 อัตรา	375	1025	235	37	14	65075.pdf	59
2,422,720	1244	1036	113	29	14	65075.pdf	59
บาท	1401	1039	51	22	14	65075.pdf	59
05218-12	240	1036	110	25	14	65075.pdf	60
(3) เครื่องพิมพ์สําเนาระบบดิจิตอล ความละเอียด	375	1025	460	38	14	65075.pdf	60
จํานวน 11 ชุด	427	1031	146	39	14	65075.pdf	61
02102-1	240	1089	95	25	15	65075.pdf	27
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	376	1078	441	45	15	65075.pdf	27
2,880	1289	1089	68	29	15	65075.pdf	27
บาท	1401	1092	51	22	15	65075.pdf	27
แบบที่ 1 (28 หน้า/นาที) 1 เครื่อง	406	866	320	38	15	65075.pdf	28
8,900	1289	885	68	29	15	65075.pdf	28
บาท	1401	888	51	22	15	65075.pdf	28
02103-1	240	1089	95	26	15	65075.pdf	29
เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	376	1078	408	45	15	65075.pdf	29
14,400	1278	1089	79	29	15	65075.pdf	29
บาท	1401	1092	51	22	15	65075.pdf	29
1.2 ค่าจ้างประจํา	123	710	203	38	15	65075.pdf	31
194,700	1093	719	95	29	15	65075.pdf	31
บาท	1253	719	55	24	15	65075.pdf	31
01206-1	240	876	95	25	15	65075.pdf	32
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	376	871	397	40	15	65075.pdf	32
2,300	1289	876	68	29	15	65075.pdf	32
บาท	1401	879	51	22	15	65075.pdf	32
01205-1	240	876	95	25	15	65075.pdf	34
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	376	866	430	45	15	65075.pdf	34
4,300	1289	876	68	29	15	65075.pdf	34
บาท	1401	879	51	22	15	65075.pdf	34
1.4 ค่าตอบแทน ใช้สอยและวัสดุ	123	1082	344	46	15	65075.pdf	35
354,960	1091	1092	97	29	15	65075.pdf	35
บาท	1253	1091	55	24	15	65075.pdf	35
1.4 ค่าตอบแทน ใช้สอยและวัสดุ	123	1082	344	46	15	65075.pdf	36
549,600	1091	1092	97	29	15	65075.pdf	36
บาท	1253	1091	55	24	15	65075.pdf	36
1.4 ค่าตอบแทน ใช้สอยและวัสดุ	123	1082	344	46	15	65075.pdf	37
927,440	1091	1092	97	29	15	65075.pdf	37
บาท	1253	1091	55	24	15	65075.pdf	37
02103-1	240	1089	95	26	15	65075.pdf	39
เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	376	1078	408	45	15	65075.pdf	39
984,000	1263	1089	94	29	15	65075.pdf	39
บาท	1401	1092	51	22	15	65075.pdf	39
02102-1	240	983	95	25	15	65075.pdf	41
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	376	972	441	45	15	65075.pdf	41
6,280	1289	983	68	29	15	65075.pdf	41
บาท	1401	986	51	22	15	65075.pdf	41
02102-1	240	983	95	25	15	65075.pdf	42
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	376	972	441	45	15	65075.pdf	42
9,420	1289	983	68	29	15	65075.pdf	42
บาท	1401	986	51	22	15	65075.pdf	42
02101-1	240	983	95	25	15	65075.pdf	43
ค่าจ้างชัวคราว 1 อัตรา	375	972	222	36	15	65075.pdf	43
20,860	1276	983	81	29	15	65075.pdf	43
บาท	1401	986	51	22	15	65075.pdf	43
02101-1	240	983	95	25	15	65075.pdf	45
ค่าจ้างชัวคราว 2 อัตรา	375	972	222	36	15	65075.pdf	45
41,720	1276	983	81	29	15	65075.pdf	45
บาท	1401	986	51	22	15	65075.pdf	45
02102-1	240	1036	95	25	15	65075.pdf	46
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	376	1025	441	45	15	65075.pdf	46
6,280	1289	1036	68	29	15	65075.pdf	46
บาท	1401	1039	51	22	15	65075.pdf	46
466	761	116	49	25	15	65075.pdf	47
02102-1	240	929	95	25	15	65075.pdf	48
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	376	919	441	45	15	65075.pdf	48
130,300	1265	929	92	29	15	65075.pdf	48
บาท	1401	932	51	22	15	65075.pdf	48
02102-1	240	1036	95	25	15	65075.pdf	50
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	376	1025	441	45	15	65075.pdf	50
9,160	1289	1036	68	29	15	65075.pdf	50
บาท	1401	1039	51	22	15	65075.pdf	50
02103-1	240	1089	95	26	15	65075.pdf	52
เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	376	1078	408	45	15	65075.pdf	52
28,800	1276	1089	81	29	15	65075.pdf	52
บาท	1401	1092	51	22	15	65075.pdf	52
คุณะกรรมการชุมชน	405	559	200	32	15	65075.pdf	53
840,000	1263	566	94	29	15	65075.pdf	53
บาท	1401	569	51	22	15	65075.pdf	53
1.2 ค่าจ้างประจํา	123	656	203	38	15	65075.pdf	54
216,180	1091	667	97	28	15	65075.pdf	54
บาท	1253	665	55	24	15	65075.pdf	54
1.2 ค่าจ้างประจํา	123	656	203	38	15	65075.pdf	55
432,360	1091	666	97	29	15	65075.pdf	55
บาท	1253	665	55	24	15	65075.pdf	55
03611-1	240	983	95	26	15	65075.pdf	56
ค่าเครื่องแต่งกาย	375	972	168	36	15	65075.pdf	56
2,400	1289	983	68	29	15	65075.pdf	56
บาท	1401	986	51	22	15	65075.pdf	56
02101-1	240	1036	95	25	15	65075.pdf	57
ค่าจ้างชัวคราว 35 อัตรา	375	1025	235	37	15	65075.pdf	57
3,634,080	1244	1036	113	29	15	65075.pdf	57
บาท	1401	1039	51	22	15	65075.pdf	57
1.3 ค่าจ้างชั่วคราว	123	976	216	38	15	65075.pdf	59
3,340,840	1072	985	116	29	15	65075.pdf	59
บาท	1253	985	55	24	15	65075.pdf	59
แบบที่ 1 (28 หน้า/นาที) 1 เครื่อง	406	972	320	38	15	65075.pdf	60
8,900	1289	992	68	29	15	65075.pdf	60
บาท	1401	995	51	22	15	65075.pdf	60
- ติดตั้งลูกกรงเหล็กกันตก ขนาด 2.00 % 4.00 ม.	413	970	459	47	15	65075.pdf	61
02101-1	240	1036	95	25	16	65075.pdf	27
ค่าจ้างชัวคราว 1 อัตรา	375	1025	222	36	16	65075.pdf	27
45,120	1276	1036	81	29	16	65075.pdf	27
บาท	1401	1039	51	22	16	65075.pdf	27
05198-6	240	823	97	26	16	65075.pdf	28
(3) เครื่องพิมพ์เลเซอร์ หรือ LED ขาวดํา ชนิด Network	375	812	526	38	16	65075.pdf	28
02102-1	240	1036	95	25	16	65075.pdf	29
