id,text,amount,filename,page,line_num
11578,2. งบดําเนินงาน 1535470 บาท,1535470,65046.pdf,40,16
11579,2.1 ค่าตอบแทน ใช้สอยและวัสดุ 1511230 บาท,1511230,65046.pdf,40,17
11580,2.1.1 ค่าตอบแทน 1075230 บาท,1075230,65046.pdf,40,18
11581,2.1.2 ค่าใช้สอย 80500 บาท,80500,65046.pdf,40,20
11582,2.1.3 ค่าวัสดุ 355500 บาท,355500,65046.pdf,40,22
11583,2.2 ค่าสาธารณูปโภค 24240 บาท,24240,65046.pdf,40,25
11584,3. งบลงทุน 87500 บาท,87500,65046.pdf,40,27
11585,05203-1 เครื่องถ่ายเอกสารระบบดิจิตอล (ขาว-ดํา) ความเร็ว 20 แผ่นต่อนาที 1 เครื่อง 87500 บาท,87500,65046.pdf,40,30
11586,งาน: ตรวจและบังคับใช้กฎหมาย 12922230 บาท,12922230,65046.pdf,41,1
11587,1. งบบุคลากร 10184700 บาท,10184700,65046.pdf,41,2
11588,1.1 เงินเดือน 3185160 บาท,3185160,65046.pdf,41,3
11589,01101-1 อัตราเดิม 8 อัตรา 2948400 บาท,2948400,65046.pdf,41,4
11590,01102-1 เงินเลื่อนขั้น 176880 บาท,176880,65046.pdf,41,5
11591,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 57600 บาท,57600,65046.pdf,41,6
11592,01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 1740 บาท,1740,65046.pdf,41,7
11593,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 540 บาท,540,65046.pdf,41,8
11594,1.2 ค่าจ้างประจํา 6999540 บาท,6999540,65046.pdf,41,9
11595,01201-1 อัตราเดิม 28 อัตรา 6579600 บาท,6579600,65046.pdf,41,10
11596,01202-1 เงินเพิ่มค่าจ้างประจํา 394740 บาท,394740,65046.pdf,41,11
11597,01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 14400 บาท,14400,65046.pdf,41,12
11598,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 10800 บาท,10800,65046.pdf,41,13
11599,2. งบดําเนินงาน 2737530 บาท,2737530,65046.pdf,41,14
11600,2.1 ค่าตอบแทน ใช้สอยและวัสดุ 2701170 บาท,2701170,65046.pdf,41,15
11601,2.2 ค่าไปรษณีย์ 36360 บาท,36360,65046.pdf,41,18
11602,งาน: บริหารทั่วไปฝ่ายโยธา 2565040 บาท,2565040,65046.pdf,42,1
11603,1. งบบุคลากร 1716840 บาท,1716840,65046.pdf,42,2
11604,1.1 เงินเดือน 819820 บาท,819820,65046.pdf,42,3
11605,01101-1 อัตราเดิม 4 อัตรา 164080 บาท,164080,65046.pdf,42,4
11606,01102-1 เงินเลื่อนขั้น 45840 บาท,45840,65046.pdf,42,5
11607,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 8400 บาท,8400,65046.pdf,42,6
11608,01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 1160 บาท,1160,65046.pdf,42,7
11609,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 340 บาท,340,65046.pdf,42,8
11610,1.2 ค่าจ้างประจํา 785920 บาท,785920,65046.pdf,42,9
11611,01201-1 อัตราเดิม 4 อัตรา 141620 บาท,141620,65046.pdf,42,10
11612,01202-1 เงินเพิ่มค่าจ้างประจํา 26340 บาท,26340,65046.pdf,42,11
11613,01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 11000 บาท,11000,65046.pdf,42,12
11614,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 6960 บาท,6960,65046.pdf,42,13
11615,1.3 ค่าจ้างชั่วคราว 72000 บาท,72000,65046.pdf,42,14
11616,02101-1 ค่าจ้างชั่วคราว 1 อัตรา 52140 บาท,52140,65046.pdf,42,15
11617,02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 1860 บาท,1860,65046.pdf,42,16
11618,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 12000 บาท,12000,65046.pdf,42,17
11619,1.4 ค่าตอบแทน ใช้สอยและวัสดุ 39100 บาท,39100,65046.pdf,42,18
11620,03217-1 เงินสมทบกองทุนประกันสังคม 3600 บาท,3600,65046.pdf,42,19
11621,03611-1 ค่าเครื่องแต่งกาย 23400 บาท,23400,65046.pdf,42,20
11622,03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 12100 บาท,12100,65046.pdf,42,21
11623,2. งบดําเนินงาน 794000 บาท,794000,65046.pdf,42,22
11624,2.1 ค่าใช้สอย 171700 บาท,171700,65046.pdf,42,24
11625,2.2 ค่าวัสดุ 622300 บาท,622300,65046.pdf,42,28
11626,3. งบลงทุน 54200 บาท,54200,65046.pdf,43,1
11627,"05101-1 เครื่องปรับอากาศ แบบแยกส่วน (ราคารวมค่าติดตั้ง) แบบตั้งพื้นหรือแบบแขวน (ระบบ 108 ขนาด 36,000 9718 1 เครื่อง 54200 บาท",54200,65046.pdf,43,4
11628,งาน: อนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง 3700000 บาท,3700000,65046.pdf,44,1
11629,1. งบบุคลากร 3386880 บาท,3386880,65046.pdf,44,2
11630,1.1 เงินเดือน 1639640 บาท,1639640,65046.pdf,44,3
11631,01101-1 อัตราเดิม 7 อัตรา 1528160 บาท,1528160,65046.pdf,44,4
11632,01102-1 เงินเลื่อนขั้น 91680 บาท,91680,65046.pdf,44,5
11633,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 16800 บาท,16800,65046.pdf,44,6
11634,01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 2320 บาท,2320,65046.pdf,44,7
11635,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 680 บาท,680,65046.pdf,44,8
11636,1.2 ค่าจ้างประจํา 1571840 บาท,1571840,65046.pdf,44,9
11637,01201-1 อัตราเดิม 6 อัตรา 1483240 บาท,1483240,65046.pdf,44,10
11638,01202-1 เงินเพิ่มค่าจ้างประจํา 52680 บาท,52680,65046.pdf,44,11
11639,01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 22000 บาท,22000,65046.pdf,44,12
11640,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 13920 บาท,13920,65046.pdf,44,13
11641,1.3 ค่าจ้างชั่วคราว 144000 บาท,144000,65046.pdf,44,14
11642,02101-1 ค่าจ้างชั่วคราว 1 อัตรา 104280 บาท,104280,65046.pdf,44,15
11643,02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 15720 บาท,15720,65046.pdf,44,16
11644,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 24000 บาท,24000,65046.pdf,44,17
11645,1.4 ค่าตอบแทน ใช้สอยและวัสดุ 31400 บาท,31400,65046.pdf,44,18
11646,03217-1 เงินสมทบกองทุนประกันสังคม 1200 บาท,1200,65046.pdf,44,19
11647,03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 24200 บาท,24200,65046.pdf,44,20
11648,2. งบดําเนินงาน 313120 บาท,313120,65046.pdf,44,21
11649,งาน: บํารุงรักษาซ่อมแซม 9113160 บาท,9113160,65046.pdf,45,1
11650,1. งบบุคลากร 3386880 บาท,3386880,65046.pdf,45,2
11651,1.1 เงินเดือน 1639640 บาท,1639640,65046.pdf,45,3
11652,01101-1 อัตราเดิม 7 อัตรา 1528160 บาท,1528160,65046.pdf,45,4
11653,01102-1 เงินเลื่อนขั้น 91680 บาท,91680,65046.pdf,45,5
11654,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 16800 บาท,16800,65046.pdf,45,6
11655,01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 2320 บาท,2320,65046.pdf,45,7
11656,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 680 บาท,680,65046.pdf,45,8
11657,1.2 ค่าจ้างประจํา 1571840 บาท,1571840,65046.pdf,45,9
11658,01201-1 อัตราเดิม 6 อัตรา 1483240 บาท,1483240,65046.pdf,45,10
11659,01202-1 เงินเพิ่มค่าจ้างประจํา 52680 บาท,52680,65046.pdf,45,11
11660,01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 22000 บาท,22000,65046.pdf,45,12
11661,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 13920 บาท,13920,65046.pdf,45,13
11662,1.3 ค่าจ้างชั่วคราว 144000 บาท,144000,65046.pdf,45,14
11663,02101-1 ค่าจ้างชั่วคราว 1 อัตรา 104280 บาท,104280,65046.pdf,45,15
11664,02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 15720 บาท,15720,65046.pdf,45,16
11665,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 24000 บาท,24000,65046.pdf,45,17
11666,1.4 ค่าตอบแทน ใช้สอยและวัสดุ 31400 บาท,31400,65046.pdf,45,18
11667,03217-1 เงินสมทบกองทุนประกันสังคม 1200 บาท,1200,65046.pdf,45,19
11668,03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 24200 บาท,24200,65046.pdf,45,20
11669,2. งบดําเนินงาน 3456280 บาท,3456280,65046.pdf,45,21
11670,2.1 ค่าตอบแทน 469680 บาท,469680,65046.pdf,45,23
11671,2.2 ค่าใช้สอย 2034000 บาท,2034000,65046.pdf,45,25
11672,2.3 ค่าวัสดุ 952600 บาท,952600,65046.pdf,45,28
11673,3. งบลงทุน 270000 บาท,270000,65046.pdf,46,1
11674,05199-2 กระจกโค้งชนิดสเตนเลส ขนาด 28 59 36 อัน 270000 บาท,270000,65046.pdf,46,4
11675,4. งบรายจ่ายอื่น 2000000 บาท,2000000,65046.pdf,46,5
11676,07123-1 ค่าใช้จ่ายในการซ่อมแซมปํารุงรักษาถนน ตรอก ซอย และสิ่งสาธารณประโยชน์เพื่อแก้ไขปัญหาความเดือดร้อน ของประชาชน 2000000 บาท,2000000,65046.pdf,46,6
11677,งาน: ระบายน้าและแก้ไขปัญหาน้้าท่วม 11758400 บาท,11758400,65046.pdf,47,1
11678,1. งบบุคลากร 7703500 บาท,7703500,65046.pdf,47,2
11679,1.1 เงินเดือน 790300 บาท,790300,65046.pdf,47,3
11680,01101-1 อัตราเดิม 2 อัตรา 145600 บาท,145600,65046.pdf,47,4
11681,01102-1 เงินเลื่อนขั้น 44700 บาท,44700,65046.pdf,47,5
11682,1.2 ค่าจ้างประจํา 5342200 บาท,5342200,65046.pdf,47,6
11683,01201-1 อัตราเดิม 23 อัตรา 5102300 บาท,5102300,65046.pdf,47,7
11684,01202-1 เงินเพิ่มค่าจ้างประจํา 189000 บาท,189000,65046.pdf,47,8
11685,01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 39700 บาท,39700,65046.pdf,47,9
11686,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 11200 บาท,11200,65046.pdf,47,10
11687,1.3 ค่าจ้างชั่วคราว 1368000 บาท,1368000,65046.pdf,47,11
11688,02101-1 ค่าจ้างชั่วคราว 10 อัตรา 990600 บาท,990600,65046.pdf,47,12
11689,02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 149400 บาท,149400,65046.pdf,47,13
11690,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 228000 บาท,228000,65046.pdf,47,14
11691,1.4 ค่าตอบแทน ใช้สอยและวัสดุ 203000 บาท,203000,65046.pdf,47,15
11692,03217-1 เงินสมทบกองทุนประกันสังคม 68400 บาท,68400,65046.pdf,47,16
11693,03611-1 ค่าเครื่องแต่งกาย 41600 บาท,41600,65046.pdf,47,17
11694,03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 93000 บาท,93000,65046.pdf,47,18
11695,2. งบดําเนินงาน 1668600 บาท,1668600,65046.pdf,47,19
11696,2.1 ค่าตอบแทน 542900 บาท,542900,65046.pdf,47,21
11697,2.2 ค่าใช้สอย 681600 บาท,681600,65046.pdf,47,23
11698,2.3 ค่าวัสดุ 444100 บาท,444100,65046.pdf,47,26
11699,3. งบลงทุน 2386300 บาท,2386300,65046.pdf,48,1
11700,3.1 ค่าครุภัณฑ์ 1980000 บาท,1980000,65046.pdf,48,3
11701,05129-2 1 เรืออลูมิเนียมท้องแบน ขนาด 1.50 4.30 เมตร เครื่องยนต์ติดท้ายเรือขนาดไม่น้อยกว่า 30 แรงม้า 4 จังหวะ 1 ลํา 490000 บาท,490000,65046.pdf,48,4
11702,"05208-1 (2 รถบรรทุก(ดีเซล) ขนาด 3 ตัน 6 ล้อ ปริมาตรกระบอกสูบ ไม่ตํากว่า 3,000 ซีซี หรือกําลังเครื่องยนต์สูงสุดไม่ตํากว่า 80 กิโลวัตต์ แบบกระบะเทท้าย 1 1 1490000 บาท",1490000,65046.pdf,48,7
11703,3.2 ค่าที่ดินและสิ่งก่อสร้าง 406300 บาท,406300,65046.pdf,48,10
11704,05314-3 ขุดลอกคลองบางประทุน-บางระแนะ 2 406300 บาท,406300,65046.pdf,48,11
11705,งาน: บริหารทั่วไปฝ่ายพัฒนาชุมชน 3096020 บาท,3096020,65046.pdf,49,1
11706,1. งบบุคลากร 2300760 บาท,2300760,65046.pdf,49,2
11707,1.1 เงินเดือน 2057640 บาท,2057640,65046.pdf,49,3
11708,01101-1 อัตราเดิม 5 อัตรา 1923880 บาท,1923880,65046.pdf,49,4
11709,01102-1 เงินเลื่อนขั้น 115440 บาท,115440,65046.pdf,49,5
11710,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 16800 บาท,16800,65046.pdf,49,6
11711,01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 1160 บาท,1160,65046.pdf,49,7
11712,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 360 บาท,360,65046.pdf,49,8
11713,1.2 ค่าจ้างประจํา 206200 บาท,206200,65046.pdf,49,9
11714,01201-1 อัตราเดิม 1 อัตรา 185520 บาท,185520,65046.pdf,49,10
11715,01202-1 เงินเพิ่มค่าจ้างประจํา 11120 บาท,11120,65046.pdf,49,11
11716,01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 8520 บาท,8520,65046.pdf,49,12
11717,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 1040 บาท,1040,65046.pdf,49,13
11718,1.3 ค่าตอบแทน ใช้สอยและวัสดุ 36920 บาท,36920,65046.pdf,49,14
11719,03217-1 เงินสมทบกองทุนประกันสังคม 34320 บาท,34320,65046.pdf,49,15
11720,03611-1 ค่าเครื่องแต่งกาย 2600 บาท,2600,65046.pdf,49,16
11721,2. งบดําเนินงาน 584400 บาท,584400,65046.pdf,49,17
11722,2.1 ค่าตอบแทน 214800 บาท,214800,65046.pdf,49,19
11723,2.2 ค่าใช้สอย 54800 บาท,54800,65046.pdf,49,21
11724,2.3 ค่าวัสดุ 314800 บาท,314800,65046.pdf,49,24
11725,3. งบลงทุน 210860 บาท,210860,65046.pdf,49,27
11726,"05105-1 (1) เครื่องคอมพิวเตอร์ สําหรับงานสํานักงาน (จอแสดงภาพ ขนาดไม่น้อยกว่า 19 นิ้ว) พร้อมโปรแกรมระบบปฏิบัติการ 05 แบบ GGWAบย, ที่มีลิขสิทธิ์ถูกต้องตามกฎหมาย 6 เครื่อง 153060 บาท",153060,65046.pdf,49,30
11727,"05198-3 (2 เก้าอี้ทํางาน ระดับปฏิบัติงาน, ปฏิบัติการ, ชํานาญงาน, อาวุโส, ชํานาญการ 11 ตัว 30800 บาท",30800,65046.pdf,50,1
11728,05198-4 (3) เครื่องโทรสารแบบใช้กระดาษธรรมดา ส่งเอกสารได้ครั้งละ ไม่น้อยกว่า 20 แผ่น 2 เครื่อง 27000 บาท,27000,65046.pdf,50,3
11729,งาน: พัฒนาชุมชนและบริการสังคม 15603040 บาท,15603040,65046.pdf,51,1
11730,1. งบบุคลากร 3447240 บาท,3447240,65046.pdf,51,2
11731,1.1 เงินเดือน 3086460 บาท,3086460,65046.pdf,51,3
11732,01101-1 อัตราเดิม 8 อัตรา 2885820 บาท,2885820,65046.pdf,51,4
11733,01102-1 เงินเลื่อนขั้น 173160 บาท,173160,65046.pdf,51,5
11734,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 25200 บาท,25200,65046.pdf,51,6
11735,01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 1740 บาท,1740,65046.pdf,51,7
11736,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 540 บาท,540,65046.pdf,51,8
11737,1.2 ค่าจ้างประจํา 309300 บาท,309300,65046.pdf,51,9
11738,01201-1 อัตราเดิม 1 อัตรา 218280 บาท,218280,65046.pdf,51,10
11739,01202-1 เงินเพิ่มค่าจ้างประจํา 16680 บาท,16680,65046.pdf,51,11
11740,01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 12780 บาท,12780,65046.pdf,51,12
11741,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 1560 บาท,1560,65046.pdf,51,13
11742,1.3 ค่าตอบแทน ใช้สอยและวัสดุ 51480 บาท,51480,65046.pdf,51,14
11743,03217-1 เงินสมทบกองทุนประกันสังคม 51480 บาท,51480,65046.pdf,51,15
11744,2. งบดําเนินงาน 4015400 บาท,4015400,65046.pdf,51,16
11745,2.1 ค่าตอบแทน 2706800 บาท,2706800,65046.pdf,51,18
11746,2.2 ค่าใช้สอย 447800 บาท,447800,65046.pdf,51,22
11747,2.3 ค่าวัสดุ 860800 บาท,860800,65046.pdf,51,25
11748,3. งบรายจ่ายอื่น 8140400 บาท,8140400,65046.pdf,51,28
11749,07102-1 1 ค่าใช้จ่ายในการสนับสนุนการดําเนินงานของ 3450000 บาท,3450000,65046.pdf,51,29
11750,07199-1 (2) ค่าใช้จ่ายในการจัดกิจกรรมการออกกําลังกาย 1696500 บาท,1696500,65046.pdf,51,31
11751,07199-2 (3) ค่าใช้จ่ายในการส่งเสริมกิจกรรมสโมสรกีฬาและลานกีฬา 873900 บาท,873900,65046.pdf,51,32
11752,07199-3 (8) ค่าใช้จ่ายในการฝึกอบรมวิชาชีพเสริมรายได้ 100000 บาท,100000,65046.pdf,52,1
11753,07199-4 (5) ค่าใช้จ่ายในการจัดงานวันสําคัญ อนุรักษ์สืบสาน 500000 บาท,500000,65046.pdf,52,2
11754,07199-5 (6) ค่าใช้จ่ายในการสนับสนุนเจ้าหน้าที่เพื่อปฏิบัติงาน 514600 บาท,514600,65046.pdf,52,4
11755,07199-6 (7) ค่าใช้จ่ายในการจ้างอาสาสมัครเจ้าหน้าที่ปฏิบัติงาน 585200 บาท,585200,65046.pdf,52,6
11756,07199-7 (8) ค่าใช้จ่ายศูนย์ประสานงานธนาคารสมองของ 10000 บาท,10000,65046.pdf,52,8
11757,07199-8 (9) ค่าใช้จ่ายในการดําเนินงานศูนย์บริการและถ่ายทอด 230200 บาท,230200,65046.pdf,52,10
11758,07199-10 (10) ค่าใช้จ่ายในการส่งเสริมกิจการสภาเด็กและเยาวชน 180000 บาท,180000,65046.pdf,52,12
11759,งาน: บริหารทั่วไปฝ่ายสิ่งแวดล้อมและสุขาภิบาล 1683640 บาท,1683640,65046.pdf,53,1
11760,1. งบบุคลากร 1036820 บาท,1036820,65046.pdf,53,2
11761,1.1 เงินเดือน 870660 บาท,870660,65046.pdf,53,3
11762,01101-1 อัตราเดิม 3 อัตรา 812700 บาท,812700,65046.pdf,53,4
11763,01102-1 เงินเลื่อนขั้น 48800 บาท,48800,65046.pdf,53,5
11764,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 8400 บาท,8400,65046.pdf,53,6
11765,01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 580 บาท,580,65046.pdf,53,7
11766,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 180 บาท,180,65046.pdf,53,8
11767,1.2 ค่าจ้างประจํา 130720 บาท,130720,65046.pdf,53,9
11768,01201-1 อัตราเดิม 1 อัตรา 120400 บาท,120400,65046.pdf,53,10
11769,01202-1 เงินเพิ่มค่าจ้างประจํา 1220 บาท,1220,65046.pdf,53,11
11770,01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 2580 บาท,2580,65046.pdf,53,12
11771,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 520 บาท,520,65046.pdf,53,13
11772,1.3 ค่าจ้างชั่วคราว 28800 บาท,28800,65046.pdf,53,14
11773,02101-1 ค่าจ้างชั่วคราว 1 อัตรา 22560 บาท,22560,65046.pdf,53,15
11774,02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 1440 บาท,1440,65046.pdf,53,16
11775,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 4800 บาท,4800,65046.pdf,53,17
11776,1.4 ค่าตอบแทน ใช้สอยและวัสดุ 6640 บาท,6640,65046.pdf,53,18
11777,03217-1 เงินสมทบกองทุนประกันสังคม 1440 บาท,1440,65046.pdf,53,19
11778,03611-1 ค่าเครื่องแต่งกาย 5200 บาท,5200,65046.pdf,53,20
11779,2. งบดําเนินงาน 331900 บาท,331900,65046.pdf,53,21
11780,2.1 ค่าตอบแทน 11600 บาท,11600,65046.pdf,53,23
11781,2.2 ค่าใช้สอย 64800 บาท,64800,65046.pdf,53,25
11782,2.3 ค่าวัสดุ 255500 บาท,255500,65046.pdf,53,28
11783,3. งบลงทุน 314920 บาท,314920,65046.pdf,54,1
11784,"05105-2 (1) เครื่องคอมพิวเตอร์ สําหรับงานสํานักงาน (จอแสดงภาพ ขนาดไม่น้อยกว่า 19 นิ้ว) พร้อมโปรแกรมระบบปฏิบัติการ 05 แบบ GGWAบย, ที่มีลิขสิทธิ์ถูกต้องตามกฎหมาย 2 เครื่อง 51020 บาท",51020,65046.pdf,54,4
11785,05198-3 2 เครื่องพิมพ์เลเซอร์ หรือ ! 60 ขาวดํา ชนิด 8 แบบที่ 1 (28 หน้า/นาที) 1 เครื่อง 8900 บาท,8900,65046.pdf,54,7
11786,05199-1 (3) เครื่องพ่นสารเคมี ชนิดหมอกควัน 3 เครื่อง 255000 บาท,255000,65046.pdf,54,9
11787,งาน: สุขาภิบาลอาหารและอนามัยสิ่งแวดล้อม 2831040 บาท,2831040,65046.pdf,55,1
11788,1. งบบุคลากร 2063240 บาท,2063240,65046.pdf,55,2
11789,1.1 เงินเดือน 1741320 บาท,1741320,65046.pdf,55,3
11790,01101-1 อัตราเดิม 5 อัตรา 1625400 บาท,1625400,65046.pdf,55,4
11791,01102-1 เงินเลื่อนขั้น 97600 บาท,97600,65046.pdf,55,5
11792,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 16800 บาท,16800,65046.pdf,55,6
11793,01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 1160 บาท,1160,65046.pdf,55,7
11794,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 360 บาท,360,65046.pdf,55,8
11795,1.2 ค่าจ้างประจํา 261440 บาท,261440,65046.pdf,55,9
11796,01201-1 อัตราเดิม 1 อัตรา 240800 บาท,240800,65046.pdf,55,10
11797,01202-1 เงินเพิ่มค่าจ้างประจํา 14440 บาท,14440,65046.pdf,55,11
11798,01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 5160 บาท,5160,65046.pdf,55,12
11799,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 1040 บาท,1040,65046.pdf,55,13
11800,1.3 ค่าจ้างชั่วคราว 57600 บาท,57600,65046.pdf,55,14
11801,02101-1 ค่าจ้างชั่วคราว 1 อัตรา 45120 บาท,45120,65046.pdf,55,15
11802,02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 2880 บาท,2880,65046.pdf,55,16
11803,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 9600 บาท,9600,65046.pdf,55,17
11804,1.4 ค่าตอบแทน ใช้สอยและวัสดุ 2880 บาท,2880,65046.pdf,55,18
11805,03217-1 เงินสมทบกองทุนประกันสังคม 2880 บาท,2880,65046.pdf,55,19
11806,2. งบดําเนินงาน 767800 บาท,767800,65046.pdf,55,20
11807,2.1 ค่าใช้สอย 728200 บาท,728200,65046.pdf,55,22
11808,2.2 ค่าวัสดุ 39600 บาท,39600,65046.pdf,55,24
11809,งาน: ป้องกันและควบคุมโรค 2139640 บาท,2139640,65046.pdf,56,1
11810,1. งบบุคลากร 2063240 บาท,2063240,65046.pdf,56,2
11811,1.1 เงินเดือน 1741320 บาท,1741320,65046.pdf,56,3
11812,01101-1 อัตราเดิม 5 อัตรา 1625400 บาท,1625400,65046.pdf,56,4
11813,01102-1 เงินเลื่อนขั้น 97600 บาท,97600,65046.pdf,56,5
11814,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 16800 บาท,16800,65046.pdf,56,6
11815,01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 1160 บาท,1160,65046.pdf,56,7
11816,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 360 บาท,360,65046.pdf,56,8
11817,1.2 ค่าจ้างประจํา 261440 บาท,261440,65046.pdf,56,9
11818,01201-1 อัตราเดิม 1 อัตรา 240800 บาท,240800,65046.pdf,56,10
11819,01202-1 เงินเพิ่มค่าจ้างประจํา 14440 บาท,14440,65046.pdf,56,11
11820,01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 5160 บาท,5160,65046.pdf,56,12
11821,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 1040 บาท,1040,65046.pdf,56,13
11822,1.3 ค่าจ้างชั่วคราว 57600 บาท,57600,65046.pdf,56,14
11823,02101-1 ค่าจ้างชั่วคราว 1 อัตรา 45120 บาท,45120,65046.pdf,56,15
11824,02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 2880 บาท,2880,65046.pdf,56,16
11825,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 9600 บาท,9600,65046.pdf,56,17
11826,1.4 ค่าตอบแทน ใช้สอยและวัสดุ 2880 บาท,2880,65046.pdf,56,18
11827,03217-1 เงินสมทบกองทุนประกันสังคม 2880 บาท,2880,65046.pdf,56,19
11828,2. งบดําเนินงาน 76400 บาท,76400,65046.pdf,56,20
11829,2.1 ค่าตอบแทน 75200 บาท,75200,65046.pdf,56,22
11830,2.2 ค่าใช้สอย 1200 บาท,1200,65046.pdf,56,24
11831,งาน: บริหารทั่วไปฝ่ายการศึกษา 16141120 บาท,16141120,65046.pdf,57,1
11832,1. งบบุคลากร 12552740 บาท,12552740,65046.pdf,57,2
11833,1.1 เงินเดือน 3341280 บาท,3341280,65046.pdf,57,3
11834,01101-1 อัตราเดิม 15 อัตรา 3114600 บาท,3114600,65046.pdf,57,4
11835,01102-1 เงินเลื่อนขั้น 186900 บาท,186900,65046.pdf,57,5
11836,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 25200 บาท,25200,65046.pdf,57,6
11837,01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 11040 บาท,11040,65046.pdf,57,7
11838,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 3540 บาท,3540,65046.pdf,57,8
11839,1.2 ค่าจ้างประจํา 4400700 บาท,4400700,65046.pdf,57,9
11840,01201-1 อัตราเดิม 23 อัตรา 3852180 บาท,3852180,65046.pdf,57,10
